# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
1: (11*, 14.423488), (8*, 13.943245), (13, 13.733316), (17, 13.7184725), (207, 13.530206), (216, 12.443691), (236, 12.324746), (234, 11.850091), (213, 11.692763), (241, 11.43381)
326: (211, 18.639906), (5, 18.18469), (8*, 17.388956), (219*, 17.057787), (207, 16.0139), (205, 14.697634), (253, 14.459217), (121, 14.077115), (214, 13.789627), (3, 13.649233)
327: (8, 18.672054), (13, 18.290314), (5, 17.157562), (219, 16.86124), (9, 16.47179), (215, 15.898124), (10, 15.107943), (213, 14.922322), (2*, 14.663908), (3, 14.124502)
328: (1*, 26.145906), (13*, 24.044775), (236*, 21.734066), (5*, 20.977957), (206*, 20.898312), (213*, 20.270063), (8*, 18.852707), (217*, 15.52936), (249*, 13.323762), (210*, 13.171317)
329: (8, 19.447166), (13, 18.43345), (4, 17.08129), (11, 16.971218), (236, 16.838041), (211, 16.044111), (215, 15.724932), (219, 15.667993), (7*, 15.565731), (2*, 14.591357)
330: (9*, 23.350643), (211*, 20.87055), (213*, 20.46022), (17*, 19.763363), (236*, 19.04258), (241*, 17.986597), (257*, 17.801445), (250*, 17.683962), (254*, 17.135164), (6*, 16.957602)
331: (11*, 21.66837), (10, 20.021019), (207, 19.658112), (245, 19.230919), (215*, 19.205503), (8, 18.957512), (4*, 18.34851), (213, 18.301044), (121, 17.699413), (233, 16.866486)
332: (11, 8.491311), (3, 8.415401), (8, 8.252182), (9, 8.032771), (1, 7.933013), (207, 7.814882), (5, 7.744769), (205, 7.5536118), (13, 7.4545927), (7, 7.4037676)
333: (215, 18.50452), (3, 17.576614), (219, 16.893517), (8, 16.51169), (13, 16.366121), (9, 16.061485), (211, 16.01791), (1, 15.6882305), (10*, 15.448959), (241, 15.243109)
334: (13, 19.75346), (10, 19.55546), (3, 19.420328), (4, 17.923658), (11, 17.819176), (215, 17.386202), (250, 16.809334), (206, 16.376118), (5, 16.187986), (255, 15.354945)
335: (1*, 22.620901), (3*, 18.585835), (8*, 18.49393), (13*, 17.62889), (11*, 16.638283), (220*, 14.935311), (216*, 14.797262), (245*, 13.513666), (205*, 12.9454), (212*, 12.060501)
336: (17*, 8.09375), (9, 7.96875), (11, 7.875), (1, 7.625), (215, 7.09375), (4, 7.0), (12, 7.0), (13, 7.0), (251, 6.9375), (206, 6.875)
337: (11, 11.673994), (1, 10.527349), (2, 10.266086), (13, 10.15486), (9, 10.047333), (236*, 9.479874), (17, 8.968234), (219, 8.624391), (4, 8.26635), (205, 8.015478)
339: (8, 15.782877), (13, 15.589363), (2, 15.487402), (11, 14.56597), (236, 14.262954), (4, 14.097724), (9, 13.864793), (245, 13.4866295), (251, 13.450298), (216, 13.151131)
340: (8, 12.085051), (215, 11.551982), (219, 11.496966), (9, 11.177178), (213, 11.174969), (206, 10.9318075), (220, 10.920727), (5, 10.888269), (216, 10.809697), (1, 10.80884)
341: (8, 11.678714), (12, 11.3559), (11, 11.1091585), (17*, 11.005562), (236, 10.998175), (1, 10.894205), (5, 10.792536), (215, 10.633103), (4, 10.201278), (207, 10.0449095)
342: (13, 17.12638), (215, 16.632212), (211, 16.509705), (4*, 16.500538), (5, 16.475582), (236*, 16.21268), (17, 15.70648), (250, 15.699326), (9, 15.503572), (1, 15.426684)
343: (215, 8.09375), (2, 7.5), (5, 7.46875), (11, 7.40625), (13, 7.28125), (219, 7.28125), (17, 7.25), (8, 6.84375), (207, 6.84375), (7*, 6.8125)
344: (7*, 12.161188), (11*, 11.569485), (239, 10.662072), (1, 10.650478), (9, 10.389112), (219, 10.379896), (13, 9.891197), (5, 9.764297), (2*, 9.758545), (236, 9.739649)
345: (8*, 19.535599), (5*, 18.861895), (220, 17.529284), (1, 17.16067), (205, 17.028805), (13, 16.954714), (6, 16.819473), (9, 16.331238), (3*, 16.26821), (2*, 16.08992)
346: (3*, 24.69275), (9*, 21.804338), (211*, 21.575548), (2*, 19.471601), (219*, 18.676477), (10*, 17.049139), (121*, 16.392818), (257*, 16.368242), (84*, 15.75193), (244*, 15.002839)
347: (7, 8.112162), (17, 6.8348055), (11, 6.5989504), (8, 6.11019), (1, 6.1071362), (5, 6.096219), (13, 5.870968), (12, 5.6772413), (3, 5.629182), (250, 5.5302587)
348: (17*, 24.489658), (4, 22.074005), (251, 20.676075), (217, 19.179049), (206, 19.062323), (10, 18.564959), (3*, 17.797815), (233, 17.626345), (2, 17.597952), (207, 16.471119)
349: (13*, 23.708286), (1*, 22.150738), (217*, 20.125689), (236*, 17.098312), (246*, 16.553448), (241*, 15.81077), (249*, 15.164037), (256*, 13.96978), (218, 2.4711294), (589, 1.286719)
350: (11*, 30.320425), (215*, 28.954226), (206, 21.777996), (213, 19.826359), (217*, 17.403358), (214*, 15.578678), (205*, 14.922747), (244, 14.87575), (254, 14.414516), (212, 13.9353485)
352: (7*, 23.557396), (207*, 23.04838), (8*, 20.296144), (241*, 20.066948), (236*, 19.809633), (2*, 19.53651), (220*, 19.01387), (234*, 16.802425), (210*, 15.931721), (425, 1.4678108)
353: (7*, 19.109312), (3*, 17.844732), (13*, 17.825533), (12, 15.234673), (241, 14.369913), (250, 14.32572), (251, 13.839802), (254, 13.738159), (84, 13.729828), (9, 13.348653)
354: (8, 16.0536), (219, 15.596888), (17, 15.422257), (2, 15.231156), (215, 14.535185), (7, 13.95689), (211, 13.275239), (236, 13.231006), (3, 12.942193), (12, 12.6219635)
355: (3, 21.653114), (215*, 21.294954), (13*, 20.628275), (17*, 18.762287), (236, 18.148361), (241, 17.209772), (207, 16.61773), (205, 16.149591), (2, 15.9880085), (213, 13.516929)
356: (9, 15.951546), (1*, 15.573053), (236, 14.986379), (7*, 14.731654), (250, 14.056649), (241, 14.007781), (4, 13.885376), (207, 13.108116), (211, 12.925693), (206, 12.785008)
357: (1, 0.0), (2*, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
358: (4, 11.442263), (1, 10.254575), (5, 9.785115), (7, 9.708873), (13, 9.634501), (8, 9.41297), (213, 9.1262455), (12, 8.830377), (207, 8.3020315), (211, 8.155801)
359: (5*, 18.12588), (215, 17.949116), (211*, 16.725018), (4, 16.196228), (13*, 16.136513), (2, 16.12282), (8, 15.824333), (255, 15.406747), (9, 14.97907), (250, 14.490979)
360: (11, 20.857555), (4, 18.778482), (207*, 18.477444), (211*, 17.956648), (219*, 17.486399), (255, 16.212023), (2, 16.08603), (239, 15.436997), (8, 15.139794), (10, 14.5120735)
361: (215, 15.64959), (7, 14.966542), (5, 14.782343), (4, 14.47838), (8, 14.172789), (9, 14.086251), (13, 13.827432), (2, 13.771945), (207, 13.665412), (1, 13.3605585)
362: (217*, 18.950377), (216, 18.90732), (5*, 18.410364), (2*, 18.291048), (11*, 17.970837), (206, 17.950647), (207, 17.423965), (205*, 16.708326), (12*, 16.423916), (234, 16.230074)
364: (7*, 13.224456), (11*, 13.061448), (215, 11.87242), (17, 11.661284), (13, 10.9610405), (10, 10.834324), (4, 10.674552), (211, 10.510247), (12, 10.4791975), (3, 10.27018)
365: (257*, 16.826477), (233*, 16.003883), (214*, 15.033447), (252*, 12.248513), (248*, 8.798339), (675, 3.4278193), (218, 2.4599242), (805, 1.7828048), (419, 1.5713438), (620, 1.5128657)
366: (13, 16.523207), (11, 15.256924), (2, 13.490352), (216, 13.456116), (17, 12.849353), (207*, 12.710441), (236, 12.557507), (245, 12.509775), (5*, 12.062937), (214, 12.037531)
367: (215*, 19.175207), (205*, 19.14165), (251*, 18.401611), (211*, 17.592611), (245*, 15.888745), (5*, 15.800255), (234*, 15.311571), (250*, 14.464457), (233*, 14.163653), (247*, 11.101533)
368: (11*, 28.375496), (215, 26.5655), (13, 26.08083), (255, 21.050201), (10*, 20.488602), (2*, 19.895264), (12*, 19.054476), (220, 17.252193), (84, 16.429386), (212, 15.20523)
369: (13*, 7.34375), (216, 6.78125), (10, 6.59375), (1, 6.3125), (213, 6.21875), (3, 6.125), (17, 6.09375), (7, 5.9375), (211, 5.9375), (214, 5.6875)
370: (17*, 23.762814), (8*, 22.68008), (211, 22.374132), (219, 22.050621), (11, 20.468912), (236*, 19.808367), (239, 18.784645), (213, 18.289972), (4, 18.071789), (234, 16.60421)
374: (4*, 13.898535), (211*, 13.822204), (236*, 12.8311), (220*, 12.755791), (10*, 12.132523), (250*, 11.363634), (246*, 11.111459), (251*, 10.751681), (244*, 8.858737), (214*, 8.662405)
375: (11, 12.909215), (219, 11.939859), (3, 11.373048), (2, 11.304665), (1, 11.003626), (13, 10.908972), (206, 10.497764), (215, 9.944349), (4, 9.783909), (8, 9.735667)
376: (1, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (11, 0.0)
377: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10*, 0.0)
378: (8, 20.440193), (5, 19.957548), (215, 19.888521), (1, 19.525448), (4*, 18.57529), (10, 17.649675), (250, 17.190056), (219, 15.886299), (239, 15.636265), (206, 15.219141)
380: (13, 16.32638), (5, 15.611128), (250, 15.267199), (207*, 15.065137), (11, 14.3102665), (205, 14.183258), (3, 14.048065), (17, 13.774453), (215, 13.651637), (251, 13.455066)
381: (8*, 26.030193), (5*, 24.808998), (9*, 23.721579), (250*, 21.93555), (236*, 18.02789), (12*, 17.403687), (241*, 16.768597), (244*, 15.87591), (243*, 7.60853), (1932, 1.021728)
382: (216*, 16.082052), (7*, 15.471535), (1*, 14.634959), (13*, 14.512302), (251, 14.378169), (211, 14.164911), (3, 13.867494), (10, 13.8326845), (215, 13.830079), (17, 13.759873)
383: (11, 15.577472), (3, 15.157732), (215, 14.27202), (13, 14.176991), (216, 13.923153), (233, 13.777589), (4, 13.695318), (213, 13.498753), (5*, 13.325375), (207, 13.27443)
384: (17*, 35.69314), (11*, 29.218367), (213*, 26.968107), (12*, 24.522936), (6*, 22.980503), (251*, 22.858978), (233*, 22.11652), (257*, 21.659584), (234*, 20.581638), (235*, 17.15232)
385: (11, 22.06166), (219, 18.094341), (9, 17.938461), (4, 17.52432), (3*, 16.485653), (207, 16.454733), (213, 16.321907), (8, 16.142208), (12, 15.394925), (250*, 14.842986)
386: (251*, 19.765352), (8*, 18.830322), (2, 17.73723), (5*, 17.407766), (219*, 17.25846), (213*, 16.378902), (216*, 16.000532), (235, 15.795241), (236*, 15.301308), (233*, 14.741835)
387: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
389: (219*, 24.23201), (206*, 23.718199), (257*, 21.49116), (216*, 20.749071), (256*, 16.887903), (252*, 15.345235), (249*, 14.765286), (781, 1.0984063), (242, 0.9611056), (787, 0.9611056)
390: (13, 11.76716), (11*, 11.225974), (3, 11.073247), (5, 10.704945), (215, 10.423671), (8, 10.204416), (6, 10.044937), (1, 9.98146), (211, 9.630418), (17, 9.609284)
391: (13, 16.645536), (10, 16.449492), (5, 16.205015), (213, 16.053944), (8, 15.888775), (219, 14.897748), (217, 14.498214), (9, 14.168853), (2*, 13.074436), (236, 12.694255)
392: (8, 22.612604), (4, 22.033775), (215, 21.912754), (205*, 21.894344), (211, 21.887701), (233, 21.53164), (9, 21.394854), (7*, 21.347918), (2, 20.7218), (10*, 20.603062)
393: (7*, 27.694052), (211*, 27.53801), (5*, 26.39082), (1*, 22.028826), (10*, 21.710377), (8*, 21.552488), (255, 20.364397), (217*, 19.997993), (212, 19.29499), (256, 18.328844)
395: (215*, 24.497719), (214, 18.81702), (234*, 16.587885), (244*, 14.5627), (246, 13.036196), (252, 11.330089), (6, 10.707978), (248*, 9.18127), (638, 1.6981431), (318, 1.6031746)
396: (7*, 19.892324), (215, 16.698048), (10, 16.667938), (5, 16.131231), (13, 15.869856), (11, 15.669459), (4, 15.05946), (245, 14.811213), (8, 14.65986), (206, 14.458198)
397: (211, 20.242748), (9*, 19.608274), (7*, 19.196598), (215, 18.448927), (236, 18.27816), (4*, 18.117529), (8, 17.710114), (17, 17.50234), (213, 16.498896), (206, 16.358068)
398: (7, 12.90191), (250, 10.542245), (11, 10.336376), (219, 10.092139), (205, 9.977324), (215, 9.939928), (17, 9.791327), (241, 9.743796), (211, 9.730032), (5, 9.614385)
399: (17, 11.087722), (11, 10.496066), (2*, 9.905681), (215, 9.478912), (3, 9.413888), (205, 9.194386), (211, 9.063932), (236, 9.060644), (4, 9.04241), (13, 9.00608)
400: (13*, 9.914486), (4, 9.435353), (211, 9.414174), (7, 9.040255), (1, 8.991827), (17, 8.963836), (2, 8.812895), (207, 8.659118), (239, 8.481021), (3, 8.324637)
401: (211*, 26.731333), (1*, 24.696472), (213*, 22.136778), (13*, 21.627342), (220*, 20.150314), (255*, 20.087626), (235*, 19.26255), (216*, 16.902224), (249*, 15.87756), (563, 1.65699)
402: (17, 0.4876006), (220, 0.42407915), (257, 0.40350822), (8, 0.34360406), (205, 0.34360406), (217, 0.34360406), (213, 0.34360406), (215, 0.34360406), (239, 0.34360406), (236, 0.34360406)
403: (13, 19.789257), (10*, 17.494932), (215, 16.07609), (216, 15.997478), (235, 15.337458), (9, 15.267425), (251, 14.098288), (8*, 13.950978), (217, 13.545451), (245, 13.504504)
404: (215*, 19.718702), (207, 18.58174), (236*, 18.389101), (8*, 17.672842), (3, 16.32426), (213, 14.5211315), (245, 13.763292), (220, 13.258957), (206, 13.215544), (239, 12.580889)
406: (11*, 22.585148), (215*, 22.165766), (9*, 20.305119), (7*, 20.059696), (3*, 18.708021), (255*, 17.392267), (1, 16.734703), (250*, 16.276745), (245*, 15.605798), (241, 14.902252)
407: (17, 10.552307), (2, 10.183166), (213, 9.953862), (211, 9.89742), (8, 9.623513), (4, 9.587144), (5, 9.50399), (7, 9.48252), (239, 9.09925), (255, 8.738807)
408: (11, 18.70398), (219, 18.196218), (4, 16.26938), (10, 16.263092), (2, 15.716885), (245, 15.629302), (12*, 14.803972), (9, 14.01935), (214, 13.271591), (255, 13.168097)
409: (8, 18.807358), (219, 18.164831), (211, 17.830486), (13, 16.574818), (2, 15.715042), (12, 15.690614), (215, 15.01852), (250, 14.08414), (9, 13.412473), (213, 13.18634)
410: (11*, 15.31571), (3, 14.100911), (215, 14.042048), (2*, 13.792144), (4, 13.564802), (207*, 13.545552), (13, 13.371823), (213, 12.983764), (8, 12.964762), (211, 12.935983)
411: (215*, 22.730686), (236*, 19.065706), (216*, 17.551012), (255*, 14.795333), (245*, 13.334012), (235, 11.572361), (244, 10.489456), (243, 7.299053), (256, 6.7432895), (248, 6.6574817)
412: (206*, 18.667427), (215*, 17.95194), (256*, 9.856829), (638, 2.2025177), (347, 1.4946367), (434, 1.3695676), (318, 1.3246158), (218, 1.2985424), (432, 1.2361307), (764, 1.1095889)
413: (1*, 13.7740965), (211, 12.961614), (13, 12.370575), (205, 11.897463), (219, 11.429218), (10, 11.0929165), (220, 10.634725), (215, 10.598937), (250, 10.301518), (234, 9.952604)
414: (1, 13.963194), (8, 13.558194), (216, 13.450146), (17*, 13.380458), (13, 11.886487), (12, 11.637902), (206, 11.587313), (3, 11.557265), (241, 11.472281), (211, 11.420191)
415: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
416: (13, 20.471163), (11, 20.013462), (5, 18.30265), (219, 17.094934), (215, 17.043928), (7*, 16.702198), (9, 16.255283), (3, 15.956681), (213, 15.587062), (251, 15.219236)
417: (9, 8.552346), (11, 8.453095), (8, 8.301892), (1, 7.892138), (257, 7.8891306), (121, 7.8288426), (17, 7.6848545), (213, 7.6183844), (251, 7.602751), (241, 7.533242)
418: (7, 17.062632), (11, 15.52759), (8, 15.363395), (245, 14.801195), (213, 14.655969), (211, 14.40916), (206, 14.303559), (5, 14.039124), (216, 13.828644), (236, 13.795786)
420: (1*, 21.961689), (11*, 20.622412), (213*, 18.02138), (219*, 16.73149), (235*, 16.012905), (220, 15.464969), (239*, 14.728103), (234*, 13.349182), (210*, 12.6291), (257*, 12.2526865)
422: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (11, 0.0)
423: (219, 17.249529), (8, 16.757168), (215, 15.708249), (5*, 15.235417), (251, 14.587995), (205, 14.337709), (207, 14.28156), (4*, 13.968422), (13, 13.759702), (213*, 13.67094)
424: (11*, 21.994884), (13*, 21.41634), (234*, 17.816166), (239*, 17.785664), (10*, 15.797624), (6*, 15.554596), (233*, 15.01951), (2*, 15.016582), (84*, 12.968854), (297, 2.1550531)
425: (207*, 21.821096), (213*, 19.533005), (7*, 19.107924), (8*, 16.933098), (211*, 16.231806), (217*, 14.4402075), (257*, 13.469676), (244*, 12.369513), (214*, 11.707325), (1481, 1.4396216)
426: (7*, 16.109386), (207*, 15.601709), (11*, 15.287223), (215*, 14.874646), (17*, 13.944797), (4, 13.878294), (2, 13.587787), (10, 13.330438), (219, 13.07313), (206, 12.537464)
427: (11*, 27.289839), (215*, 26.326744), (245, 23.967495), (4*, 23.83988), (251*, 23.216505), (219, 21.90381), (250*, 21.417307), (2*, 19.884722), (84*, 19.67124), (234, 19.664244)
428: (11*, 26.373444), (211*, 23.534653), (6*, 17.135641), (233*, 16.419138), (244*, 12.507931), (248*, 8.027011), (297, 2.7854605), (1173, 1.9005814), (242, 1.6908264), (486, 1.6895802)
429: (11*, 22.934238), (8*, 19.590757), (1, 17.920221), (10*, 17.786251), (12, 17.59312), (5*, 17.33403), (250*, 15.689361), (6, 15.003977), (206, 14.233867), (257, 14.096776)
430: (1, 7.9099555), (207*, 7.46875), (12, 7.234156), (5, 7.1131535), (8, 6.71875), (17, 6.632703), (219, 6.624708), (11, 6.585901), (13, 6.5817575), (9, 6.375)
432: (13, 26.359137), (5, 22.852552), (8, 20.908014), (3, 19.631235), (9, 19.533049), (245, 19.519056), (219, 18.488104), (255, 16.751822), (250, 16.159206), (206, 15.555134)
433: (7, 4.40709), (5, 3.4339123), (17, 3.40404), (236, 3.0767076), (8, 2.8139493), (1, 2.6333835), (219, 2.4689233), (11, 2.4222298), (235, 2.0376585), (207, 1.9195104)
436: (236, 19.789425), (215, 19.484331), (11, 18.628124), (13, 18.114498), (4, 17.564934), (8, 16.944363), (251*, 15.644094), (219, 15.442028), (1, 15.377421), (239, 15.281718)
437: (17*, 31.045933), (215*, 30.902998), (4*, 29.957888), (3*, 27.17058), (245*, 24.369759), (251*, 22.264032), (233*, 21.100666), (217*, 20.968977), (253*, 19.360239), (246*, 18.611612)
438: (7, 14.778642), (11, 13.4551525), (1, 13.341012), (215, 13.278561), (219, 12.980261), (220, 12.773244), (13, 12.32267), (17, 12.237903), (12, 12.13476), (253, 11.91003)
439: (2*, 15.287921), (7*, 14.743083), (236*, 14.526214), (220*, 13.401798), (250*, 11.94657), (12*, 11.203117), (235*, 10.945936), (256*, 7.596913), (218, 1.6939203), (318, 1.0483342)
440: (1*, 14.680687), (7, 12.863059), (3, 11.620933), (5, 11.597832), (213, 11.469525), (207, 10.905076), (239, 10.807819), (205*, 10.62236), (211, 10.406093), (241, 10.02288)
441: (219*, 23.9677), (7, 23.439787), (2, 21.406942), (9, 20.855646), (215, 19.018078), (3, 18.496534), (13*, 18.236107), (255*, 16.443918), (257, 15.734722), (10*, 15.191144)
442: (215*, 20.276543), (2*, 18.889853), (17*, 18.222368), (236*, 18.09855), (234*, 16.333185), (250*, 15.634114), (12*, 14.708838), (246*, 14.61291), (243*, 12.484547), (1010, 0.89557076)
444: (11*, 22.717196), (241, 17.479641), (8, 17.471577), (7*, 16.540453), (212, 16.317287), (236*, 15.216221), (12, 15.102347), (233, 14.307103), (257, 14.12203), (234, 13.766629)
445: (7*, 15.068236), (13*, 14.463068), (9, 13.547356), (219*, 13.440832), (220, 13.255407), (211*, 13.21475), (250, 12.504929), (216*, 12.239112), (236, 12.0048485), (12, 11.479496)
446: (11, 15.683128), (9, 14.8017235), (17, 14.576851), (1, 14.141511), (10, 13.751334), (245, 13.585638), (215, 13.283855), (219, 13.205701), (211, 12.973833), (2*, 12.584596)
447: (5, 12.835699), (11, 12.47655), (8, 12.016582), (236, 11.051453), (4, 11.034529), (13, 10.404139), (2, 9.902426), (9, 9.31217), (12, 9.225487), (211, 9.204839)
448: (215*, 24.144327), (13, 22.941923), (9, 22.496904), (211, 21.118633), (17*, 19.92259), (213, 18.91748), (239, 18.445663), (220, 17.07536), (10, 16.334318), (206, 16.1621)
449: (11*, 20.02857), (219, 19.06082), (215, 17.656784), (1, 16.790571), (13, 15.939597), (236*, 15.910305), (206, 15.1426325), (17, 15.03231), (250, 14.724866), (255, 14.55814)
450: (17, 5.026524), (3, 4.936976), (2, 4.774673), (234, 4.728096), (10, 4.5849943), (253, 4.5520453), (219, 4.5249543), (207, 4.377897), (214, 4.3325095), (252, 4.296307)
451: (17*, 22.79934), (9*, 22.657442), (205*, 19.408401), (245*, 17.458864), (214*, 14.028798), (210*, 13.809741), (242, 1.500283), (307, 1.3580508), (405, 1.3463346), (593, 1.2671316)
452: (13*, 22.732656), (7*, 21.911938), (3*, 21.686075), (8, 20.486483), (4*, 20.034569), (2, 17.410473), (251, 17.127724), (255*, 15.723179), (84, 15.316331), (239*, 15.275063)
453: (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (11*, 0.0), (12, 0.0), (14, 0.0), (15, 0.0)
454: (2*, 16.64688), (9, 15.289632), (211, 14.59387), (236, 14.107013), (239*, 13.925331), (4, 13.778892), (234, 11.755647), (219, 10.912924), (220, 10.379523), (255, 10.29276)
455: (11*, 24.596724), (13, 20.25496), (7, 19.534151), (9*, 17.483278), (251, 16.862694), (17*, 16.475143), (236*, 16.173058), (216, 16.128836), (250, 15.618682), (212, 15.155496)
456: (8, 11.021305), (1, 10.854387), (13, 10.498131), (10, 9.745172), (2, 9.68135), (12, 9.647127), (5, 9.628845), (255, 9.628507), (250, 9.290737), (216, 9.212667)
457: (236*, 26.04212), (6*, 23.768732), (250*, 19.90863), (254*, 19.21305), (241*, 19.193249), (214*, 15.862444), (244*, 15.3917055), (248*, 14.320984), (242, 1.5440059), (91, 0.98151857)
459: (7*, 17.3655), (1*, 15.717502), (3*, 14.986841), (217*, 11.189795), (252*, 10.197742), (247*, 9.428736), (246*, 7.31358), (307, 1.6654774), (638, 1.4449525), (398, 1.3206596)
460: (7*, 15.892577), (207*, 15.559182), (219*, 15.496488), (9*, 12.859816), (217*, 10.822641), (245*, 10.149618), (252*, 8.437803), (243*, 8.334661), (242, 1.0484755), (278, 0.9067384)
461: (4, 22.397224), (11, 21.791216), (12*, 17.880444), (239, 15.9988785), (3, 15.522695), (234, 15.292813), (241, 15.242999), (250, 14.957114), (253, 14.253297), (10, 14.017026)
464: (11*, 27.374361), (9*, 22.575315), (219*, 22.53626), (17*, 21.602322), (239, 15.751529), (1*, 15.084866), (250*, 14.953747), (216*, 14.221535), (121*, 14.117559), (213, 13.490673)
465: (219, 23.22472), (8, 18.903336), (5, 18.77104), (250, 18.121607), (251, 17.49256), (4, 17.076706), (3, 16.73971), (241, 16.435442), (235, 14.988531), (216*, 14.397762)
466: (11*, 26.41584), (236*, 24.694996), (215*, 24.563068), (250*, 23.695293), (3*, 22.376625), (2*, 21.951288), (251*, 21.252466), (239*, 20.583876), (210*, 17.162195), (212*, 17.118614)
467: (4*, 26.934471), (5*, 25.820707), (235*, 19.71493), (84*, 17.968811), (121*, 17.925783), (254*, 17.655586), (246*, 17.469732), (212*, 17.087524), (299, 1.6569334), (675, 1.6293889)
468: (9*, 17.850975), (219*, 17.524492), (250*, 14.769297), (207*, 13.775217), (212*, 11.980829), (210*, 9.505197), (463, 1.7708875), (675, 1.4079071), (242, 1.3439522), (434, 1.3439522)
469: (1, 13.743382), (3, 12.789062), (207, 11.995436), (215, 11.910823), (251, 10.944222), (12, 10.68624), (239, 10.657937), (255, 10.533454), (10, 10.491819), (205, 10.473322)
470: (211, 15.811321), (205, 15.520774), (8, 14.943909), (13, 14.716376), (7, 14.520736), (245, 14.399965), (236*, 14.030838), (3, 13.914787), (5, 13.692088), (17, 13.476039)
471: (11*, 18.610842), (215, 17.955479), (213, 16.718504), (216*, 15.661551), (205, 14.327543), (17*, 13.920202), (220, 13.790883), (4, 13.658273), (211, 13.146121), (8, 13.12002)
472: (215, 19.089027), (17, 18.789886), (9, 17.018705), (2, 16.266869), (219, 15.816751), (251, 15.665386), (8, 15.196259), (236, 15.184732), (10, 14.877656), (213, 14.60665)
473: (236, 15.495181), (11, 14.954237), (8*, 14.422822), (9, 14.272565), (5*, 14.113254), (3, 13.612733), (13, 13.255649), (1, 13.202652), (219, 13.191774), (17, 12.785683)
474: (1*, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
475: (1, 0.0), (2*, 0.0), (3, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (12, 0.0)
476: (13*, 12.981706), (10*, 12.895216), (211, 12.855015), (2, 12.816269), (207, 12.807711), (5, 11.956035), (17, 11.913951), (206, 11.693372), (251, 11.499716), (215, 11.327947)
477: (9*, 25.44876), (211*, 24.835575), (5*, 22.297937), (3*, 21.901817), (7*, 20.674822), (236*, 20.21116), (245*, 19.12899), (213*, 18.559088), (10*, 17.54308), (121*, 16.739801)
478: (2, 14.283733), (17, 14.176985), (13, 13.942229), (5, 13.743307), (3, 13.731089), (236, 13.599198), (216, 13.5070715), (11, 13.3938675), (1, 13.221798), (215, 13.017481)
479: (11, 13.310763), (206, 12.8039875), (10, 12.763642), (1, 12.525465), (5, 12.027314), (207, 11.365455), (216, 11.287943), (8*, 11.225059), (250, 11.163364), (12, 11.054184)
480: (11*, 11.797915), (215, 10.644762), (8, 10.294553), (207, 9.961935), (2, 9.912164), (219, 9.904158), (3, 9.896706), (5, 9.851114), (9, 9.398549), (236, 9.313196)
481: (1, 7.46875), (207, 6.75), (11, 6.4375), (17*, 6.40625), (219, 6.3125), (12, 5.96875), (13, 5.9375), (2, 5.78125), (4, 5.71875), (215, 5.625)
482: (17*, 24.8531), (2*, 23.388538), (219*, 22.830767), (207*, 21.278566), (234*, 20.302055), (251, 20.277802), (253, 19.853342), (206, 19.590384), (216*, 19.4349), (217, 19.085878)
483: (5*, 23.319942), (250*, 17.274807), (233*, 15.617578), (84*, 13.858067), (247*, 12.590525), (220*, 11.494146), (244*, 11.176975), (805, 2.570855), (675, 2.5665207), (242, 2.245685)
484: (9, 16.890862), (11, 16.426836), (211, 15.337156), (13, 15.268715), (215, 14.623093), (17, 14.597903), (219, 13.945462), (4, 13.415405), (255, 13.411049), (12, 13.1134615)
485: (3*, 18.707855), (7*, 18.551107), (207*, 17.60534), (9*, 16.754705), (234*, 15.327571), (211*, 15.037878), (10*, 14.986801), (217*, 14.3108225), (213*, 14.2807), (214*, 12.242258)
486: (7*, 18.299635), (8, 17.861519), (211, 17.012291), (4, 16.457888), (207, 15.859817), (2*, 15.546832), (236, 15.485667), (234, 15.447477), (10, 14.906016), (6, 14.659077)
487: (7*, 23.344004), (206*, 21.890072), (245*, 18.371313), (17*, 18.17128), (211*, 18.033007), (219*, 17.263805), (233*, 14.562544), (253*, 14.487928), (254*, 13.370778), (248*, 12.937724)
