# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
3: (1, 12.237127), (13, 11.937381), (7, 11.652253), (8, 11.18792), (11, 11.106644), (216, 10.825027), (219, 10.656783), (215, 10.6060295), (2, 10.589105), (207, 10.536154)
326: (13*, 18.07898), (5, 16.306719), (17*, 16.14125), (239, 15.95685), (216, 15.468897), (207, 15.177948), (211, 15.157174), (4*, 14.533994), (233, 14.477126), (3, 14.2400255)
327: (5, 19.014765), (13, 18.1619), (219, 18.009474), (7*, 17.867779), (236*, 17.815323), (8, 17.552101), (206, 17.359632), (215, 17.277163), (213, 17.197773), (9, 16.68008)
328: (2*, 31.40867), (11*, 28.850317), (4*, 24.84184), (207*, 23.793125), (3*, 23.621597), (235*, 23.005543), (12*, 21.24681), (241*, 20.486078), (250*, 19.500875), (254*, 18.906437)
329: (13, 19.71436), (236, 17.552752), (11, 17.317894), (211, 16.90686), (17*, 16.610455), (219, 16.377483), (8, 16.042158), (250, 15.697115), (213, 15.669243), (255, 15.318275)
330: (215*, 24.224888), (8*, 21.589855), (5*, 19.701204), (245*, 19.279253), (121*, 17.660328), (252*, 13.139958), (242, 1.0394648), (1220, 0.96893615), (1010, 0.8786702), (662, 0.87846214)
331: (5*, 17.5454), (10, 17.31577), (8, 16.709728), (207, 16.199224), (236, 15.917336), (17, 15.773503), (220*, 15.341599), (12*, 14.888622), (2*, 14.491382), (241, 14.164012)
332: (1, 0.0), (2*, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
333: (211, 14.619973), (9, 14.432065), (1, 14.429618), (11*, 14.317217), (207*, 14.290429), (8, 13.704165), (236, 13.664062), (219, 12.792021), (250, 12.667626), (3, 12.229681)
334: (7*, 17.80999), (5, 15.48118), (13, 15.2992115), (11, 14.386424), (205*, 14.364106), (215, 14.296882), (4, 14.295189), (10, 13.965004), (206, 13.35053), (3, 13.151749)
335: (207*, 23.889786), (9*, 23.356356), (236*, 21.331652), (233*, 19.946568), (219*, 19.784498), (214, 19.05772), (211*, 17.864958), (241*, 17.704039), (6*, 17.49245), (255*, 17.000692)
336: (215, 10.76917), (7, 10.66086), (13, 10.296957), (1, 10.296451), (11, 10.050283), (207, 9.524748), (219, 9.373702), (216, 9.287514), (206, 9.142242), (211, 9.132682)
337: (207*, 10.162648), (2, 10.162231), (11, 9.776597), (211, 9.693034), (17, 9.647414), (5*, 9.518304), (13, 9.348885), (215, 8.337134), (1, 8.306489), (10, 8.199821)
338: (17, 22.198196), (239, 21.584068), (11*, 20.513094), (216, 19.308872), (8*, 18.933495), (236, 18.921051), (241*, 18.55558), (245, 18.535711), (250, 18.419228), (254, 18.27327)
339: (13, 20.032726), (7*, 17.912428), (1*, 17.730936), (11, 17.281494), (205, 16.184723), (9, 15.789229), (236, 15.7529745), (3, 15.266954), (250, 15.215887), (8, 14.784039)
340: (5, 16.60329), (9, 16.570467), (219, 15.69774), (215, 15.325788), (13, 14.2938595), (205, 13.973601), (250, 13.5166025), (10, 13.073996), (3, 13.027116), (236*, 12.957817)
342: (215, 17.347475), (13, 16.50459), (5, 16.267363), (213, 16.07873), (17, 15.866304), (1, 15.7149935), (219, 15.656473), (7, 14.767323), (211, 14.650936), (245, 14.535042)
344: (219, 15.957693), (5, 15.727425), (4*, 14.792929), (3, 14.744484), (236, 13.396371), (9, 13.3686695), (206, 13.348079), (10, 13.260269), (215, 13.102378), (211, 13.01261)
345: (13, 16.542526), (7*, 16.10438), (207*, 15.669271), (9, 15.372538), (213, 14.874892), (1, 14.5510645), (10, 14.411779), (219, 13.782889), (205, 13.397498), (236, 13.095756)
346: (11*, 28.777813), (5*, 27.081543), (7*, 25.288275), (8*, 24.679996), (234*, 22.02617), (255*, 20.439922), (6*, 19.201391), (233*, 18.367855), (1260, 1.4463001), (1220, 0.92026854)
347: (7, 9.016481), (13, 7.455807), (11, 7.323478), (255, 6.423955), (1, 6.37992), (5, 6.3062625), (12, 6.223751), (17, 6.213539), (4, 6.0835094), (3, 5.812371)
348: (215*, 23.27359), (11*, 21.56357), (1*, 21.258213), (8*, 20.030416), (207, 19.688751), (239*, 18.923746), (2, 18.546745), (4, 17.841928), (10, 17.696844), (255*, 17.175648)
349: (17*, 22.904112), (219*, 21.25946), (5*, 21.18431), (214*, 18.625444), (250*, 18.245256), (253*, 17.555393), (248*, 17.486593), (6*, 16.308903), (218, 1.351748), (842, 1.16966)
350: (13*, 23.515078), (2*, 23.028154), (206, 18.903053), (245*, 18.270514), (250*, 17.826246), (213, 16.585129), (254, 15.10296), (244, 12.124656), (210, 10.995027), (252, 10.85075)
351: (2, 11.69126), (215, 11.6905985), (207, 11.656882), (13, 11.351384), (206, 11.263381), (211, 10.802711), (5, 10.782806), (8, 10.735154), (205, 10.520256), (9, 10.490874)
352: (11*, 19.68304), (10*, 16.796186), (205*, 16.341677), (213*, 12.037663), (257*, 9.634462), (247*, 8.898949), (313, 2.1361887), (616, 1.3751361), (432, 1.2808112), (810, 1.1882955)
353: (205*, 17.02681), (12, 16.195566), (235, 14.833417), (215*, 14.501096), (236, 14.491984), (250, 14.357872), (17*, 14.161162), (241, 13.752751), (245*, 13.111138), (251, 12.357607)
354: (2, 15.688199), (5*, 15.685775), (8, 15.406721), (9, 15.346212), (236, 15.236552), (17, 14.739856), (7, 14.171541), (255, 13.538677), (211, 13.155524), (12, 13.142873)
355: (7*, 22.73372), (2, 22.471918), (236, 20.796152), (207, 19.982649), (11*, 19.698076), (241, 19.340425), (205, 17.877714), (213, 17.831444), (12*, 17.632711), (5*, 17.316248)
356: (13*, 16.292477), (207, 13.738401), (8, 13.149265), (211, 13.09904), (12*, 12.818966), (219*, 12.781401), (206, 12.700764), (4, 11.8944025), (241, 11.366521), (236, 11.022815)
357: (17*, 7.40625), (207, 7.28125), (1, 7.125), (236, 6.875), (5, 6.65625), (219, 6.375), (3, 6.28125), (13, 5.96875), (11, 5.9375), (4, 5.75)
358: (7, 13.702105), (4, 11.483331), (5, 10.856828), (12, 10.831543), (207, 10.531588), (219, 10.0888), (13, 10.042422), (17, 10.025338), (205, 9.941971), (236, 9.873567)
359: (7*, 18.658882), (8, 16.286596), (2, 15.461056), (239, 15.229509), (4, 12.960489), (9, 12.387698), (206, 11.908508), (215, 11.780632), (216, 11.130677), (84, 10.979546)
360: (8, 21.053122), (11, 20.814922), (2, 18.676304), (7*, 18.377987), (236*, 17.421455), (239, 14.8521595), (6, 14.773825), (4, 14.601677), (255, 14.440888), (121, 14.15877)
361: (2, 15.378735), (5, 14.5644245), (211, 14.548264), (219*, 13.392908), (8, 13.204008), (250, 12.936731), (9, 12.797357), (7, 12.73645), (13, 12.477548), (215, 12.260893)
362: (215*, 23.796793), (7*, 22.299112), (220, 21.913488), (9*, 21.52531), (207, 19.61424), (8*, 19.395056), (253*, 19.104961), (239, 18.44887), (254, 18.422056), (233, 17.681875)
363: (11, 16.25422), (1, 15.386149), (211, 14.715179), (5, 14.371302), (9, 13.956758), (13, 13.731701), (239*, 13.623313), (8, 13.510877), (206, 13.434111), (205*, 13.1467)
364: (5, 16.17602), (13, 13.511906), (3, 12.197227), (10, 12.099785), (215, 11.499132), (205, 11.349407), (250, 11.325128), (213, 10.948882), (219*, 10.898278), (211, 10.848604)
365: (250*, 21.611729), (5*, 21.45651), (17*, 20.306694), (7*, 19.392775), (216*, 18.048182), (220*, 17.14012), (206*, 16.68361), (254*, 11.902864), (212*, 11.829444), (247*, 10.983261)
367: (11*, 23.4148), (7*, 21.364143), (236*, 19.86809), (1*, 19.270868), (219*, 18.689194), (213*, 17.124266), (2*, 16.108768), (235*, 14.694374), (244*, 11.242419), (248*, 10.973554)
368: (219*, 20.752478), (13, 18.959227), (17*, 18.951258), (205*, 18.395174), (215, 17.493662), (9*, 17.16062), (251*, 17.081652), (250, 16.83986), (255, 15.427804), (241*, 14.822353)
369: (1, 7.03125), (17, 6.5), (215*, 6.28125), (211, 6.09375), (5, 6.0625), (2, 5.9375), (213, 5.9375), (205, 5.8125), (220, 5.78125), (7, 5.625)
370: (13*, 21.446777), (219, 17.785963), (211, 17.265839), (11, 16.41), (205, 16.182772), (10, 15.220865), (251, 13.859745), (234, 13.84823), (239, 13.061181), (220, 13.050774)
372: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (8*, 0.0), (9, 0.0), (10, 0.0), (11, 0.0)
374: (2*, 20.233318), (7*, 20.220737), (5*, 19.957119), (247*, 18.061224), (219*, 17.801968), (239*, 16.80331), (216*, 15.624288), (212*, 14.921475), (121*, 14.221977), (234*, 14.177244)
375: (11, 13.221504), (7, 12.969135), (3, 12.28318), (215, 12.263299), (2, 11.866701), (13, 11.313401), (205, 11.205981), (10, 11.116475), (1, 10.661941), (219, 10.588825)
376: (1, 0.0), (2*, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
378: (219, 21.598587), (215, 19.521988), (11*, 19.45658), (206, 18.569756), (1, 18.49349), (205, 18.436619), (250, 17.544918), (10, 17.048998), (211*, 16.952831), (213, 16.495817)
380: (7*, 14.598594), (13, 14.571408), (11, 13.535454), (219, 13.302549), (205, 13.143173), (5, 12.961826), (215, 12.802341), (17, 12.68521), (12, 12.435353), (250, 11.825607)
381: (207*, 20.718678), (216*, 19.027367), (253*, 18.63525), (121*, 17.64532), (247*, 17.474253), (84*, 17.452618), (214*, 16.600853), (235*, 15.894673), (246*, 14.931642), (257*, 13.892928)
382: (11, 15.167585), (17, 14.32644), (2, 13.769519), (8, 13.748197), (10, 13.299213), (207, 12.493496), (211, 12.252703), (3, 12.136625), (4, 11.86085), (215, 11.825544)
383: (13, 16.79702), (215, 16.25729), (2, 15.70912), (207, 15.191571), (235, 14.696655), (11, 14.011427), (3, 13.551397), (236, 13.14629), (241*, 12.966202), (245, 12.860159)
384: (236*, 29.88845), (255*, 22.870985), (247*, 17.158787), (84*, 16.238327), (248*, 10.548764), (675, 3.1870413), (278, 2.9124837), (242, 2.114286), (1091, 2.114286), (1114, 2.114286)
385: (5*, 23.63352), (8, 22.3872), (219, 21.906338), (11, 20.428606), (1*, 19.58682), (9, 19.301947), (4, 17.679539), (233, 17.497072), (234, 17.440607), (245, 17.418228)
386: (13*, 27.169146), (7*, 25.305271), (10*, 21.119389), (2, 20.334543), (1*, 19.376461), (235, 16.683601), (254*, 11.95268), (255*, 10.977105), (246, 10.799917), (244*, 10.16491)
388: (13, 15.381868), (2, 15.019432), (12, 14.83884), (207, 14.736668), (1*, 14.135654), (8, 13.536517), (3, 13.4790945), (4, 13.283413), (236, 12.811613), (17, 12.784064)
389: (215*, 27.369171), (4*, 27.060858), (211*, 26.662872), (205*, 25.15797), (250*, 25.076485), (220*, 23.360628), (84*, 23.276749), (217*, 20.70434), (675, 2.9384294), (278, 1.8743366)
390: (13, 12.636152), (2, 11.994534), (17, 11.3099985), (215, 11.133764), (216, 10.910685), (9, 10.90525), (4*, 10.887528), (205, 10.591794), (5, 10.495548), (1, 9.9818735)
391: (5, 22.480106), (10, 18.790577), (219, 18.592964), (13, 18.286713), (8, 17.226887), (250, 17.163572), (1*, 17.02401), (207*, 16.41825), (206, 16.21186), (236, 15.647515)
392: (1, 26.534454), (13*, 26.268723), (2, 23.836393), (215, 22.711426), (216, 22.42465), (212, 22.187834), (211, 21.913546), (245, 21.732973), (3*, 21.452883), (207*, 21.395483)
393: (11*, 26.062859), (17*, 25.137949), (9*, 23.065409), (3*, 21.064575), (251*, 20.676674), (241*, 19.740726), (214, 19.301699), (255, 18.327951), (235, 17.597649), (253*, 17.19007)
394: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
395: (211*, 26.984976), (1*, 26.905233), (11*, 25.408466), (219*, 22.917707), (214, 20.207556), (217*, 20.01432), (9*, 19.283249), (212*, 17.976194), (6, 17.796339), (246, 17.688807)
396: (13, 18.293945), (1*, 17.182398), (11, 16.69285), (207, 15.231984), (5, 14.697148), (215, 14.558059), (205, 14.1389475), (219, 13.98128), (10, 13.9067335), (9, 13.828427)
397: (215, 20.254385), (205*, 19.004227), (11*, 18.852064), (13*, 18.66305), (17, 18.463818), (211, 18.285667), (5, 17.562376), (1*, 17.411493), (236, 17.335983), (250, 16.04201)
399: (11, 11.2834425), (7*, 11.246386), (241, 10.827721), (13, 10.255411), (9, 10.229909), (10, 10.223393), (215, 10.218394), (4, 10.12879), (5*, 10.07033), (235, 9.5282135)
401: (207*, 25.335897), (239*, 21.007277), (245*, 17.588413), (212*, 15.488236), (210*, 13.566662), (563, 1.7717268), (675, 1.6249217), (781, 1.1738237), (1556, 0.8884334), (2049, 0.8884334)
402: (236, 1.1882174), (216, 1.1077008), (8, 1.0503825), (278, 0.8709343), (339, 0.8490712), (206, 0.78076184), (219, 0.7637715), (11, 0.74951184), (17, 0.71105117), (213, 0.7066325)
403: (13, 18.2495), (4, 16.90131), (5*, 15.152755), (215, 15.094483), (1*, 13.510459), (216, 13.279251), (254, 13.110122), (250, 13.003793), (213, 12.8282385), (245, 12.4682665)
404: (13*, 21.992315), (2*, 21.652653), (17*, 21.390747), (1*, 19.328978), (3, 17.757544), (241*, 16.179369), (213, 15.5683365), (207, 15.439052), (239, 14.742077), (220, 14.0148115)
405: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
406: (4*, 23.075764), (233*, 21.538519), (17*, 20.68001), (206, 20.291264), (1, 18.48172), (205*, 17.82306), (213*, 17.346527), (253*, 16.49751), (121*, 16.477951), (257, 15.9011545)
408: (219, 22.013746), (236*, 21.778662), (17*, 21.623516), (11, 20.655237), (2, 20.161697), (4, 18.674028), (10, 18.32856), (9, 17.63811), (216, 17.217495), (253, 16.03182)
409: (8, 17.53001), (5*, 16.844976), (211, 16.589127), (9, 15.1084385), (2, 14.3987255), (250, 14.2766075), (219, 14.233648), (13, 14.065624), (215, 12.888547), (251, 12.615797)
410: (13, 16.421154), (17, 15.4812765), (211, 15.412882), (215, 15.177452), (3, 15.136246), (12*, 14.705558), (236*, 14.558947), (8, 14.409643), (4, 14.323414), (234, 13.721539)
411: (11*, 21.158545), (211*, 20.91945), (5*, 20.757404), (219*, 19.742237), (233*, 16.397856), (12*, 14.382105), (205*, 13.322509), (217*, 12.987571), (84*, 12.218342), (206*, 12.155959)
412: (13*, 23.053925), (10*, 19.959131), (207*, 19.745298), (219*, 18.275341), (12*, 17.259033), (245*, 17.026054), (213*, 16.739594), (234*, 13.774539), (254*, 13.352711), (233*, 12.584171)
413: (236*, 12.539042), (13, 12.485139), (205, 12.194593), (9, 11.3058605), (211, 11.0942135), (220, 10.697704), (251, 10.678577), (216, 10.6119995), (215, 10.606766), (234, 10.480537)
414: (7*, 16.624699), (13, 16.1162), (241, 15.431845), (11*, 15.353043), (217, 15.064143), (1, 14.5220375), (250, 14.359139), (245, 14.235649), (215, 14.007338), (205, 13.954841)
416: (5, 19.46772), (11, 19.127129), (13, 18.622564), (211*, 18.224548), (215, 17.596607), (219, 17.54073), (2*, 17.339388), (1, 17.264095), (213, 16.091076), (4, 15.78489)
418: (7, 20.54163), (8, 18.779524), (216, 18.349117), (11, 18.26829), (211, 17.293491), (213, 17.103706), (5, 17.084532), (250, 16.815693), (239, 16.426403), (17, 16.415674)
420: (2*, 21.813654), (17*, 19.384844), (245*, 14.201266), (3*, 14.106683), (220, 12.838472), (217*, 12.545625), (214*, 12.248197), (212*, 8.0924835), (256*, 5.201467), (352, 2.1053705)
421: (4, 16.74877), (10, 15.761049), (215, 15.550784), (205, 15.395864), (250, 15.046318), (213, 14.9525385), (251, 14.924959), (17, 14.885931), (233, 14.294221), (13, 14.220797)
423: (11*, 19.570288), (13, 18.375715), (251, 16.846684), (219, 16.331709), (215, 16.29862), (205, 16.187143), (12, 15.879941), (236, 15.1791525), (211, 14.938759), (207, 14.7268)
424: (7*, 23.37852), (236*, 18.852612), (216*, 15.389183), (244*, 12.0355625), (217*, 10.720741), (249*, 10.676148), (256*, 9.523859), (900, 1.3737407), (693, 0.8584934), (1666, 0.82180476)
425: (11*, 22.49213), (205*, 19.906046), (1*, 18.924454), (2*, 18.498915), (3*, 16.775568), (12*, 16.217857), (245*, 15.385314), (239*, 14.73516), (220*, 12.300871), (253*, 11.7999325)
426: (2, 18.396065), (5*, 17.867807), (4, 17.079382), (1*, 16.774965), (9*, 16.326817), (8*, 16.240248), (10, 15.720812), (205, 15.29422), (216, 15.274531), (211*, 14.990909)
427: (236*, 29.460743), (219, 26.308601), (245, 23.528784), (10*, 23.329796), (246, 20.740356), (253, 20.498198), (217, 19.191547), (9*, 19.119495), (252, 18.583223), (214*, 18.035305)
428: (236*, 24.534521), (5*, 22.196232), (9*, 19.26678), (8*, 19.17658), (219*, 18.361256), (235*, 14.835622), (210*, 14.116838), (246*, 12.146563), (234*, 11.824053), (297, 2.5574265)
429: (17*, 22.153057), (12, 21.039515), (207*, 20.938221), (219*, 20.294449), (1, 18.933641), (220, 17.53302), (6, 16.110434), (246, 16.03994), (251*, 15.565668), (206, 15.318193)
430: (5, 6.417131), (2, 6.1875), (11, 6.187354), (13, 5.7854385), (17, 5.763722), (215, 5.587922), (211, 5.3521266), (1, 5.219424), (3, 4.7932873), (213, 4.749854)
432: (13, 24.74159), (5, 23.638615), (219, 21.873684), (17*, 21.244926), (236*, 20.907368), (215*, 20.54625), (8, 20.483168), (245, 19.461807), (251*, 18.656143), (3, 17.913631)
433: (805, 0.99855745), (3, 0.9142439), (1802, 0.83305764), (542, 0.75386184), (534, 0.7443035), (256, 0.7292011), (510, 0.67897725), (1194, 0.6672639), (689, 0.6136364), (1189, 0.6136364)
435: (211, 13.303411), (215, 13.059811), (17, 13.03198), (8, 12.963591), (11, 12.522922), (9, 12.513534), (219, 12.440116), (7, 12.403629), (250, 11.429356), (1, 10.811058)
436: (5*, 20.317263), (1, 18.500372), (236, 18.383478), (8, 18.25882), (215, 18.014105), (7, 17.78426), (11, 17.61404), (13, 16.59141), (219, 16.37177), (233, 15.7254095)
437: (7*, 33.44711), (13*, 32.4307), (205*, 28.997232), (213*, 24.039732), (210*, 20.368473), (248*, 18.459394), (256*, 18.380962), (242, 2.0160713), (494, 1.8946267), (563, 1.7807041)
438: (236, 15.243728), (17, 14.734487), (7, 14.470535), (9, 14.436509), (2*, 13.9702835), (215, 13.922303), (11, 13.617908), (205, 13.202677), (211, 13.128721), (251, 12.874648)
439: (215*, 16.66191), (10*, 16.355625), (241*, 14.258926), (216*, 13.053709), (245*, 12.670561), (211*, 12.385425), (252*, 8.840442), (6*, 8.048462), (249*, 6.1175666), (638, 2.0689428)
440: (17, 11.158372), (7, 10.580096), (5, 10.57414), (207, 10.479254), (13*, 10.343665), (241, 10.06679), (213, 9.521903), (3, 9.520278), (215*, 9.205931), (239, 9.153336)
441: (5*, 22.477152), (2, 21.823217), (8*, 20.022785), (215, 20.016535), (236*, 19.554142), (206*, 19.221432), (9, 19.141449), (7, 18.917154), (247*, 16.775002), (251, 16.713552)
442: (216*, 18.824263), (210*, 15.679774), (10*, 15.489126), (9*, 14.992147), (4*, 14.289897), (244*, 13.623771), (256*, 13.561351), (254*, 13.1908045), (206*, 13.026965), (248*, 9.6038885)
444: (1*, 21.59199), (233, 19.541151), (17*, 19.164057), (8, 18.939034), (216*, 18.013329), (205*, 17.799963), (12, 17.191803), (255*, 17.133493), (212, 16.828293), (250, 14.815745)
445: (2*, 19.38585), (215*, 16.471533), (10*, 15.805083), (12, 15.189191), (250, 15.106802), (207*, 14.501012), (17*, 14.455879), (241, 13.139389), (235, 13.053162), (236, 12.651518)
446: (11, 18.871325), (1, 16.844032), (215, 15.9444275), (3, 14.8319845), (10, 14.738653), (205, 14.350503), (12, 14.347244), (17, 14.121507), (5, 14.08792), (219, 13.185653)
447: (17*, 11.343242), (219, 11.159547), (205, 11.145388), (8, 10.994402), (5, 10.709802), (11, 10.476215), (211, 10.348844), (3, 10.091097), (12, 9.946915), (2, 9.759879)
448: (211, 25.73874), (11*, 23.46525), (250*, 22.13455), (13, 21.279007), (1, 19.062414), (9, 18.707321), (4*, 18.056742), (251, 17.166544), (239, 17.096453), (255*, 16.79075)
449: (17, 15.323041), (7*, 14.996068), (13, 14.794389), (5*, 14.703301), (1, 13.448255), (207*, 13.17647), (4*, 13.061852), (215, 12.435417), (206, 12.230168), (250, 11.9299345)
450: (13, 18.452923), (11*, 16.025572), (2, 15.206215), (211, 14.909398), (9, 14.543064), (206, 13.722025), (10, 13.418362), (17, 13.4149685), (5, 13.299082), (239, 13.266857)
451: (236*, 25.973932), (7*, 24.59955), (4*, 22.285318), (216*, 19.874664), (257*, 19.51838), (10*, 19.417227), (206*, 18.661621), (246*, 17.67247), (84*, 14.010419), (1123, 1.7468605)
452: (8, 23.01244), (250*, 22.71241), (215*, 22.571596), (251, 21.261894), (12*, 21.251848), (254, 20.009392), (2, 19.208351), (214*, 18.432758), (212*, 17.61279), (84, 16.730087)
453: (1*, 0.0), (3*, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (12, 0.0), (15, 0.0)
454: (7*, 16.306475), (10*, 14.241772), (213*, 13.815331), (12*, 13.191379), (8*, 12.933286), (205, 12.858336), (219, 12.607728), (4, 12.593022), (236, 12.397105), (211, 12.308387)
455: (13, 20.763296), (215*, 20.69249), (5*, 19.800917), (211*, 19.688549), (4*, 19.683037), (239, 17.694233), (205*, 17.296455), (7, 17.205805), (250, 17.016655), (217, 16.652254)
456: (13, 12.766407), (7*, 12.676423), (1, 12.487291), (3, 11.632164), (5, 11.394861), (213, 10.816373), (2, 10.732693), (220, 10.611482), (10, 10.209277), (245, 10.1723175)
457: (207*, 27.847454), (11*, 27.192268), (211*, 23.695559), (84*, 21.647448), (246*, 19.744871), (212*, 17.869558), (249*, 14.601596), (256*, 14.324352), (675, 1.8069654), (494, 1.6911615)
459: (4*, 21.016432), (17*, 17.571077), (239*, 16.384176), (216*, 14.451868), (206*, 11.311065), (243*, 9.454726), (244*, 8.559242), (391, 1.3884013), (512, 0.8814692), (550, 0.8287654)
460: (12*, 14.465704), (5*, 13.598875), (236*, 12.908555), (206*, 12.165319), (211*, 10.759021), (253*, 10.623583), (121*, 10.236578), (247*, 8.339378), (6*, 7.937011), (249*, 7.1252437)
461: (219*, 18.738993), (5*, 18.599482), (7*, 18.265009), (3, 17.16428), (11, 16.947239), (205, 15.992729), (211*, 15.772643), (250, 15.308242), (234, 14.885156), (253, 13.837612)
463: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
464: (206, 19.053238), (205, 17.975706), (239, 17.034302), (234*, 17.001184), (207*, 16.981508), (251, 16.74551), (233, 16.528828), (84, 16.404104), (246, 14.947604), (241*, 14.403306)
465: (11*, 24.067015), (5, 22.782484), (13*, 21.658302), (4, 18.942713), (213*, 17.842733), (233, 17.78832), (250, 17.723274), (3, 17.681551), (12*, 17.536482), (219, 16.782982)
466: (12*, 28.081997), (17*, 27.156107), (4*, 25.942516), (213*, 25.072859), (234*, 24.396416), (254*, 23.049358), (206*, 22.69878), (84*, 22.655401), (214*, 22.465569), (243*, 19.224945)
467: (13*, 24.418781), (6*, 23.495043), (220*, 19.994297), (213*, 19.647963), (247*, 17.241749), (257*, 16.772463), (243*, 14.992767), (675, 1.6657131), (342, 1.182365), (318, 0.8738825)
468: (11*, 21.993256), (2*, 21.617064), (5*, 20.39348), (1*, 18.299627), (236*, 17.433577), (247*, 15.075468), (12*, 14.408416), (121*, 12.910424), (252*, 11.540837), (249*, 11.292763)
469: (13, 14.4273815), (207, 13.056753), (3, 12.990102), (205, 12.960892), (10, 12.772539), (12, 12.4839115), (4*, 12.389007), (215, 12.034848), (251, 11.925459), (1, 11.869143)
470: (13, 13.565461), (11, 13.006738), (5, 12.418109), (7, 12.158779), (205, 11.922635), (17, 11.911259), (3, 11.781648), (239, 11.763862), (241*, 11.07298), (215, 10.991227)
471: (5, 18.586655), (215, 18.160742), (9, 17.917574), (4, 17.745287), (13*, 17.088789), (8, 16.471529), (213, 16.195807), (236, 16.123793), (255, 15.640585), (207, 15.41338)
472: (17, 15.126145), (236, 14.979546), (1*, 14.31409), (3*, 14.074131), (213, 13.973589), (215, 13.872311), (2, 13.868961), (205, 13.591967), (219, 13.040491), (217, 13.039339)
473: (17, 17.11158), (13, 17.105183), (11, 17.017685), (1, 16.185188), (219, 16.158386), (236, 15.973422), (250, 15.082979), (3, 14.651494), (4, 14.212844), (10, 13.276957)
476: (215, 13.411753), (7*, 11.242643), (207, 10.844066), (17, 10.815462), (2, 10.600855), (250, 10.288805), (8, 9.749564), (12, 9.439581), (5, 9.406096), (239, 9.386405)
477: (4*, 21.692202), (2*, 21.37275), (12*, 19.347504), (250*, 18.853773), (239*, 17.945742), (241*, 16.268055), (244*, 11.723905), (252*, 10.451556), (242, 2.2141168), (51, 1.35609)
478: (13, 17.368933), (1, 16.8484), (11, 16.488703), (2, 15.677392), (215, 15.507754), (5, 15.438918), (239, 15.381518), (17, 15.034326), (8, 15.013604), (3, 14.908193)
479: (3*, 12.192681), (10, 11.876775), (11, 11.430789), (207, 11.284014), (219, 10.971256), (5, 10.3907585), (13, 10.214053), (1, 10.182045), (17, 9.98421), (12, 9.852879)
480: (4*, 11.279387), (5, 11.207531), (215, 10.755), (13, 9.687974), (17, 9.680245), (219, 9.50883), (1, 9.168816), (8, 8.973753), (2, 8.941188), (3, 8.833392)
481: (211, 0.31491834), (318, 0.31491834), (412, 0.31491834), (400, 0.31491834), (589, 0.31491834), (702, 0.31491834), (1478, 0.31491834), (1860, 0.31491834), (1857, 0.31491834), (1858, 0.31491834)
482: (11*, 24.72211), (211*, 22.841795), (5*, 22.782494), (220, 17.949608), (254*, 17.891218), (239*, 17.693981), (206, 17.385452), (253, 17.287176), (257*, 17.128237), (250, 16.983324)
483: (7*, 26.144361), (2*, 25.57676), (219*, 22.210482), (13*, 21.319809), (3*, 20.040459), (205*, 18.124712), (255*, 17.739222), (257*, 13.333898), (121*, 12.783425), (248*, 12.33778)
484: (17, 16.606646), (5, 15.866899), (11, 15.632279), (13, 14.366046), (2*, 14.331277), (211, 14.22605), (205, 14.1563225), (9, 13.502944), (10, 13.36667), (236*, 13.185433)
485: (1*, 19.703255), (239*, 13.58171), (210*, 12.2653475), (241*, 11.848398), (318, 2.903125), (278, 1.9583957), (1194, 1.7692581), (432, 1.6436847), (805, 1.6380119), (699, 1.6335472)
486: (211, 18.913467), (8, 18.566149), (236, 18.456833), (17, 17.810726), (4, 16.920616), (215*, 16.277092), (207, 15.645206), (13*, 15.574037), (214, 15.474652), (12, 14.787836)
487: (2*, 24.175568), (205*, 19.63195), (213*, 18.707102), (84*, 15.7303705), (212*, 13.901267), (244*, 13.151557), (256*, 13.044163), (234*, 12.136284), (6*, 9.98381), (257*, 8.869229)
488: (11*, 23.964151), (13*, 19.55401), (211*, 19.33258), (9, 18.942812), (1*, 17.95898), (251, 17.355509), (255, 17.091244), (2, 16.833126), (250, 16.123184), (12, 15.275305)
489: (13, 15.232946), (5, 13.769568), (236*, 13.403533), (11, 13.043112), (215, 13.004804), (207, 12.473723), (1, 11.678275), (8, 10.586798), (206, 10.272193), (245, 10.085248)
