# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
1: (17, 13.486017), (13, 13.315971), (7*, 13.077824), (239, 12.895504), (211, 12.689836), (215, 12.386571), (207, 12.188443), (236, 11.883205), (250, 11.647398), (219, 11.354531)
346: (17*, 30.892584), (12*, 25.268372), (205*, 24.474295), (13*, 23.633484), (253*, 23.139383), (207*, 22.527822), (213*, 22.131447), (252*, 21.71411), (247*, 21.210197), (1*, 20.733574)
347: (425, 0.6505682), (436, 0.38636363), (126, 0.36363637), (455, 0.36363637), (501, 0.36363637), (888, 0.36363637), (894, 0.36363637), (867, 0.36363637), (1178, 0.35511363), (883, 0.3181818)
348: (236*, 28.693455), (9*, 24.14475), (4, 23.996424), (213*, 23.963863), (250*, 21.146618), (6, 20.917253), (10, 19.672287), (214, 18.139574), (233, 18.040058), (245*, 17.674036)
349: (2*, 19.371832), (245*, 19.341095), (206*, 18.627922), (211*, 17.695793), (212*, 16.042738), (220*, 14.918075), (244*, 12.901973), (210*, 12.591046), (234*, 12.53742), (121*, 12.017513)
350: (3*, 22.134857), (8*, 20.92706), (9*, 19.544136), (213, 19.068815), (206, 18.106003), (254, 15.8396435), (241*, 14.933373), (10*, 14.088182), (212, 13.748594), (6*, 12.94351)
351: (11, 12.852018), (1, 11.513739), (219, 10.953316), (207, 10.847987), (215, 10.586013), (250, 10.068898), (205, 10.026127), (5, 9.7973), (13, 9.68543), (2, 9.207565)
352: (3*, 18.789833), (1*, 16.192867), (219*, 15.890529), (9*, 14.696702), (17*, 14.305766), (251*, 14.033682), (4*, 13.544898), (211*, 13.519262), (206*, 12.772323), (255*, 12.690142)
353: (207*, 26.216484), (241, 20.173958), (10*, 19.88873), (12, 18.262259), (235, 18.256784), (251, 17.981705), (9, 17.972446), (250, 17.867746), (213*, 17.784426), (210*, 17.415825)
354: (11*, 16.57343), (236, 14.938352), (219, 14.852319), (215, 14.803752), (3, 14.734938), (8, 14.622137), (9, 13.582982), (17, 13.481566), (255, 13.288551), (12, 13.22628)
355: (236, 22.353197), (8*, 20.278677), (251*, 19.743462), (9*, 19.208931), (205, 18.692932), (245*, 18.623829), (207, 18.256598), (257*, 18.154743), (213, 18.043402), (2, 17.9707)
356: (11*, 19.926134), (207, 15.90706), (3*, 15.38043), (215*, 15.054392), (8, 14.843581), (17*, 13.902321), (257*, 13.887633), (9, 13.631873), (206, 13.441038), (241, 13.297273)
359: (8, 20.361795), (9, 20.1899), (236*, 19.805489), (11*, 18.544008), (17*, 18.191126), (12*, 18.057688), (1*, 16.759115), (2, 16.13752), (4, 15.751437), (215, 15.497198)
360: (11, 21.654486), (2, 17.282175), (5*, 16.833569), (3*, 16.653614), (8, 15.643893), (250*, 15.636709), (205, 15.30766), (10, 15.277927), (206, 14.77477), (13*, 14.651169)
361: (215, 17.192854), (13, 15.535944), (5, 14.716009), (8, 14.489588), (17*, 14.235454), (3, 14.069264), (9, 14.006065), (4, 13.936627), (7, 13.505627), (250, 13.177206)
362: (17*, 21.519402), (3*, 19.615513), (1*, 18.323229), (220, 18.040504), (207, 17.621452), (239, 17.419806), (255*, 16.715458), (216, 16.376516), (10*, 16.240797), (206, 16.070995)
363: (13, 18.282827), (8, 17.664703), (11, 17.520105), (236, 17.368374), (5, 16.119308), (9, 15.758854), (219, 15.032769), (1, 14.930336), (7, 14.901026), (250, 14.503098)
364: (13, 13.010235), (5, 12.257576), (250, 11.982886), (215, 11.836626), (17, 11.816421), (211, 11.074808), (10, 10.841067), (216, 10.586887), (239, 10.486076), (236*, 10.148623)
365: (215*, 27.02413), (12*, 17.445297), (239*, 17.102865), (234*, 14.734626), (84*, 13.543899), (210*, 13.296275), (121*, 12.359654), (243*, 8.354878), (242, 2.3298125), (434, 2.0400877)
366: (236, 19.047476), (13, 18.552248), (11, 17.855482), (17, 16.745186), (211, 16.695387), (219, 16.600391), (8, 15.536076), (2, 15.267076), (255, 14.56705), (250, 14.4805565)
367: (17*, 18.465878), (10*, 15.579568), (220*, 14.373386), (207*, 13.553209), (214*, 11.74254), (121*, 11.18489), (243*, 8.855704), (210*, 8.47607), (59, 2.0777736), (675, 1.4886014)
368: (8*, 23.658484), (7*, 23.5482), (215, 22.897663), (213*, 22.797071), (255, 21.08069), (13, 18.0924), (253, 17.043514), (84, 16.419981), (233*, 16.004738), (250, 15.582341)
370: (11, 19.664911), (211, 18.295118), (219, 17.510227), (250*, 16.7049), (206, 15.486027), (10, 14.811205), (217, 14.61875), (251, 14.313376), (213, 14.242772), (233, 14.202741)
374: (13*, 22.78062), (205*, 15.834692), (235*, 15.582344), (257*, 14.820912), (233*, 12.750618), (313, 1.5744121), (318, 1.4201883), (512, 0.92600495), (347, 0.9256556), (202, 0.7959327)
375: (8, 13.03812), (215, 12.94303), (13, 12.53156), (2, 12.327167), (233, 12.239625), (9, 12.195048), (7, 12.038191), (219, 12.02141), (11, 11.613803), (251, 11.528708)
377: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (12, 0.0)
378: (219, 23.834372), (5, 22.573065), (9*, 22.115955), (8, 21.989313), (1, 21.462847), (215, 20.501204), (3, 19.893814), (10, 19.143532), (12, 18.278618), (6, 17.947382)
379: (13*, 11.56602), (219, 10.4673605), (1, 9.855593), (7*, 9.754548), (215, 9.288802), (213, 9.089413), (207, 8.954192), (2, 8.835647), (17, 8.572759), (5*, 8.271042)
380: (13, 17.766096), (11, 16.65061), (215, 16.593246), (213, 15.545413), (5, 15.219228), (10, 14.93749), (250, 14.668149), (219, 14.2949), (3, 14.176165), (239, 14.0882)
381: (17*, 32.673843), (219*, 31.761127), (6*, 27.761902), (1*, 26.180428), (2*, 24.818432), (7*, 23.33009), (205*, 22.98142), (234*, 22.157295), (251*, 21.357862), (256*, 20.002842)
382: (17, 15.312913), (11, 14.743452), (8, 14.229498), (207, 14.112022), (2, 14.010743), (3, 13.8946495), (211, 12.188045), (215, 11.811508), (236, 11.582627), (10, 10.683758)
384: (215*, 33.27937), (13*, 26.598722), (3*, 25.103024), (220*, 21.328651), (245*, 20.443157), (253*, 20.251295), (246*, 18.447609), (244*, 18.435993), (207*, 18.30351), (241*, 17.45211)
385: (17*, 20.369013), (236*, 19.437311), (219, 19.10185), (11, 18.108074), (9, 16.49094), (207, 16.15844), (8, 15.140611), (233, 14.299829), (234, 14.062889), (217, 12.56233)
386: (3*, 22.941303), (205*, 16.942513), (2, 16.76854), (206*, 16.695496), (235, 12.020786), (246, 9.019468), (243, 6.3233933), (596, 1.2970157), (781, 1.1714126), (297, 1.0825063)
388: (215, 10.960325), (219, 10.84873), (11*, 10.819968), (5, 10.634113), (8, 10.629954), (13, 9.646285), (3, 9.615639), (236, 9.59906), (2, 9.324621), (17, 9.208235)
389: (3*, 32.87345), (236*, 32.053505), (255*, 31.27602), (12*, 29.944628), (13*, 29.705141), (7*, 28.513203), (1*, 26.178963), (207*, 25.747557), (247*, 24.345942), (233*, 23.5326)
390: (236, 13.164794), (17, 12.374509), (219, 12.041334), (215, 11.87218), (2, 11.236964), (1, 11.163348), (13, 11.022436), (9, 10.9613495), (5, 10.863062), (207, 10.647659)
391: (10, 19.907156), (13, 19.649439), (213, 18.932285), (219, 18.05923), (4*, 17.297155), (216, 16.001665), (5, 15.51184), (236, 15.49964), (206, 15.07245), (9, 14.9642725)
392: (8, 27.531645), (2, 24.320074), (12*, 23.486385), (219*, 23.010197), (9, 22.61902), (250, 22.461367), (215, 22.30891), (121, 22.287134), (255, 21.943642), (4, 21.143898)
393: (215*, 28.028414), (255, 22.86615), (235, 20.951996), (245*, 20.190855), (206*, 19.463058), (234*, 19.352953), (212, 19.208603), (207*, 17.84156), (214, 17.078163), (233*, 15.785819)
395: (5*, 26.598536), (236*, 26.155983), (8*, 25.04936), (2*, 20.658895), (213*, 19.619297), (253*, 18.841175), (254*, 18.707077), (239*, 18.58348), (246, 18.154764), (251*, 18.115692)
396: (11, 22.290766), (4, 18.454704), (215, 17.529324), (236, 17.194061), (219, 17.137318), (5, 17.057396), (250, 16.60886), (10, 16.585484), (239, 16.551842), (13, 16.221426)
397: (215, 23.638475), (211, 23.168842), (17, 22.466206), (236, 22.362701), (8, 20.925962), (250, 20.191307), (6, 20.145355), (5, 20.042389), (206, 19.048018), (213, 18.88063)
399: (11, 15.641018), (8, 13.644408), (236, 13.022516), (1*, 12.342047), (3, 11.340331), (13, 11.284711), (4, 11.142722), (215, 10.925488), (255, 10.606307), (239, 10.548017)
400: (2, 7.15625), (1, 7.03125), (7, 7.0), (10*, 6.8125), (215*, 6.5625), (3, 6.125), (4, 5.9375), (219, 5.9375), (5, 5.75), (216, 5.75)
401: (5*, 28.961136), (3*, 25.52327), (9*, 23.484974), (236*, 22.839005), (206*, 22.734352), (10*, 22.442585), (205*, 20.693865), (84*, 18.434893), (254*, 18.283485), (121*, 16.652454)
402: (11, 0.96826184), (213, 0.8565849), (206, 0.7454168), (219, 0.74092996), (17, 0.73203087), (211, 0.7186962), (5, 0.6741975), (10, 0.5799387), (217, 0.5440849), (412, 0.5174387)
403: (13, 19.250471), (216, 17.09899), (213, 16.877655), (215, 16.70034), (9, 15.87382), (205, 15.746007), (245, 15.554868), (4, 15.527437), (206, 15.353737), (236*, 15.064819)
404: (3, 16.005182), (10*, 14.60873), (207, 13.589663), (205, 13.311156), (12*, 12.989151), (214, 11.718042), (217, 11.569823), (212, 11.380044), (213, 11.354522), (254, 11.183208)
406: (236*, 26.504963), (1, 19.6508), (219*, 19.531937), (257, 14.308332), (13*, 13.598027), (206, 12.433236), (216*, 11.866145), (220*, 11.472341), (241, 11.302159), (210*, 11.12444)
408: (7*, 20.917927), (216, 20.804363), (219, 20.455622), (8*, 19.436491), (11, 19.292864), (211*, 18.711897), (239*, 18.42451), (241, 17.42632), (217, 16.970163), (5*, 16.941233)
409: (8, 16.577625), (219, 14.756896), (211, 14.532123), (13, 14.08354), (3, 13.265173), (2, 12.981547), (216, 12.537037), (9, 12.3188925), (215, 12.304819), (7*, 12.298682)
410: (7*, 17.096167), (211, 14.517027), (13, 14.086362), (3, 13.7519045), (239, 13.430905), (5, 12.446091), (216, 12.42523), (215, 12.415197), (1*, 12.368643), (17, 11.9298115)
411: (13*, 25.035269), (1*, 23.777647), (7*, 22.070126), (239*, 20.477507), (257*, 16.416752), (241*, 16.255363), (10*, 14.877056), (235, 14.554703), (253*, 14.5006), (256, 12.943421)
412: (11*, 18.730165), (1*, 16.72261), (4*, 15.575126), (241*, 15.106435), (205*, 13.648199), (9*, 13.154065), (250*, 11.572819), (84*, 9.67424), (214*, 9.007464), (249*, 6.3292713)
413: (13, 14.638562), (8*, 13.973692), (11*, 13.246094), (219, 12.677656), (2*, 12.125172), (5*, 12.106585), (211, 11.891249), (245, 10.909184), (216, 10.882912), (205, 10.496712)
414: (207*, 13.007903), (215, 12.996216), (1, 12.8379135), (217, 11.9933815), (216, 11.562255), (205, 11.394516), (234, 11.178931), (3, 11.157276), (206, 11.0573845), (213, 10.9862995)
416: (219, 19.35011), (11, 18.402773), (13, 17.327677), (5, 16.919394), (9, 16.583572), (215, 16.540976), (3, 15.41694), (1, 15.300651), (4, 14.530168), (250, 13.8284)
417: (11, 9.699199), (207, 9.528367), (9, 9.250962), (236, 9.241817), (12, 9.203629), (3, 9.113638), (205, 9.013187), (10, 8.761254), (13, 8.735538), (219, 8.727982)
418: (11, 18.046844), (236, 17.532055), (7, 16.584484), (13*, 16.40957), (17, 15.414185), (239, 14.800552), (219, 14.427721), (5, 14.374257), (216, 14.254496), (8, 14.222467)
420: (13*, 16.688257), (215*, 13.177727), (206*, 12.52154), (220, 12.177618), (9*, 11.849396), (241*, 11.838526), (250*, 11.789042), (255*, 11.004457), (252*, 9.106192), (253*, 8.700987)
421: (13, 16.73245), (1, 15.872225), (9, 15.433216), (3, 15.393559), (17, 14.532285), (10, 14.361187), (216, 14.117836), (8*, 13.824062), (4, 13.65517), (215, 13.649535)
423: (7*, 18.574963), (13, 16.181606), (239*, 15.372175), (215, 14.913706), (3, 14.801031), (84, 14.595922), (219, 14.441002), (216*, 14.364203), (236, 13.725661), (12, 13.623765)
424: (8*, 23.11053), (3*, 22.35386), (211*, 21.89356), (1*, 18.520103), (250*, 18.18365), (220*, 15.086188), (121*, 14.652036), (214*, 14.423003), (206*, 14.36599), (205*, 14.268938)
425: (215*, 21.720545), (219*, 17.090025), (235*, 16.415565), (254*, 13.594279), (233*, 11.598942), (249*, 10.729975), (243*, 10.393241), (212*, 8.896271), (726, 1.6504762), (292, 1.543338)
426: (13*, 16.264235), (4, 14.48836), (10, 14.120547), (219, 13.581397), (2, 12.375357), (250*, 11.694654), (254, 11.441431), (121*, 11.136196), (257, 10.824626), (206, 10.71022)
427: (219, 27.064827), (241*, 25.965212), (1*, 23.68399), (234, 23.653076), (217, 23.214993), (253, 22.292448), (211*, 21.898775), (246, 20.73363), (212, 20.671917), (256, 20.067486)
428: (17*, 28.86089), (13*, 26.56586), (1*, 25.682896), (7*, 22.495687), (216*, 22.325975), (251*, 21.880667), (10*, 20.512133), (257*, 20.209738), (84*, 19.783175), (220*, 19.170082)
429: (7*, 18.747084), (1, 18.314941), (4*, 17.53976), (6, 17.332993), (257, 16.882795), (239*, 15.971087), (206, 15.267542), (234*, 15.044825), (220, 14.63863), (217, 14.588526)
432: (219, 22.362114), (9, 22.269821), (5, 21.928556), (211*, 21.00341), (250, 20.694235), (3, 20.66168), (8, 20.52479), (13, 19.789757), (217*, 18.935614), (1*, 18.565985)
433: (17, 3.0742393), (8, 3.0432084), (236, 2.7049358), (1, 2.6979897), (5, 2.5308347), (219, 2.5038137), (206, 2.4920287), (7, 2.2020173), (11, 1.9912356), (218, 1.6909095)
435: (17, 11.330626), (8, 10.672238), (7, 10.086549), (215, 9.833164), (11, 9.7216215), (13, 9.61054), (250, 8.999176), (219, 8.801044), (1, 8.398957), (9, 8.3657)
436: (11, 21.254356), (215, 19.534824), (8, 19.12748), (219, 19.032518), (236, 18.720219), (13, 18.252836), (4, 18.242489), (3*, 17.596178), (7, 17.428938), (205, 17.127644)
437: (11*, 38.006725), (211*, 31.74102), (9*, 30.103746), (12*, 28.598446), (206*, 26.416061), (214*, 24.571705), (207*, 23.112324), (121*, 21.7402), (1*, 21.648106), (243*, 20.254679)
439: (3*, 24.665796), (11*, 22.77989), (17*, 21.400087), (219*, 19.64026), (1*, 19.422714), (239*, 18.582018), (205*, 16.600266), (84*, 11.513511), (243*, 7.4928994), (144, 1.0158731)
440: (3, 12.5175085), (7, 11.707304), (5, 11.554414), (239, 11.551534), (219, 11.190817), (213, 10.961398), (236, 10.3192835), (8, 10.117385), (12, 10.116719), (212, 10.003534)
441: (215, 25.71598), (9, 24.324858), (2, 22.90611), (211*, 22.707266), (213*, 22.065634), (12*, 19.440384), (250*, 19.294785), (235, 19.128487), (3, 18.427498), (6*, 18.18245)
442: (3*, 16.901869), (1*, 16.168129), (219*, 15.127324), (13*, 15.049305), (207*, 13.056164), (213*, 12.404137), (121*, 8.120108), (220*, 8.076861), (218, 1.1349531), (432, 0.89230895)
444: (10*, 19.791098), (2*, 19.324598), (241, 18.788214), (4*, 17.385086), (213*, 17.09968), (215*, 17.015444), (5*, 16.504158), (9*, 16.467793), (235, 16.442556), (251, 16.212238)
445: (3*, 19.219763), (236, 17.139078), (12, 16.16298), (235, 14.847766), (251, 14.323738), (250, 12.4909725), (212*, 12.444101), (9, 12.33599), (241, 12.1616745), (257, 11.387573)
446: (11, 16.906319), (12, 14.54248), (1, 13.768943), (4, 13.691134), (215, 13.670535), (7*, 13.658629), (5, 13.639409), (10, 13.562327), (213, 13.332242), (219, 13.201059)
448: (236*, 21.290203), (8*, 21.235123), (211, 19.052387), (9, 18.97825), (13, 17.20832), (1, 16.524677), (216, 15.781852), (213, 15.657432), (2*, 15.15157), (233, 15.134861)
449: (215, 16.110277), (17, 15.8659115), (3*, 15.214802), (219, 15.118237), (1, 14.804916), (206, 14.5537615), (9*, 14.34558), (255, 13.90746), (250, 13.2365885), (13, 12.898062)
450: (17, 16.699526), (9, 15.485924), (10, 14.884268), (211, 14.67855), (219, 14.561663), (255, 14.511574), (5, 14.329148), (236, 14.250856), (213, 13.950271), (8, 13.396623)
451: (215*, 23.266699), (5*, 20.934101), (213*, 19.943102), (239*, 18.495281), (6*, 18.224075), (2*, 17.839233), (234*, 16.822948), (253*, 15.691606), (212*, 15.038035), (249*, 15.034243)
452: (236*, 27.880316), (8, 26.567125), (2, 22.890593), (213*, 22.326336), (251, 19.86546), (241*, 16.883924), (257*, 16.750193), (245*, 15.958746), (254, 15.480982), (256, 14.165441)
453: (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10*, 0.0), (12, 0.0), (14, 0.0), (15, 0.0)
454: (4, 16.161875), (9, 15.669641), (219, 15.563877), (236, 15.393747), (220, 13.415744), (255, 13.29627), (253, 13.17785), (205, 13.032505), (211, 13.009931), (6, 12.148816)
455: (13, 17.888182), (7, 16.867317), (2*, 16.29402), (216, 14.259364), (255*, 14.1191), (6*, 13.480058), (207*, 12.641949), (213, 12.334871), (250, 12.010681), (251, 12.008709)
456: (1, 11.937538), (11*, 11.831311), (2, 11.727586), (13, 10.849711), (241, 10.714366), (3, 10.645367), (12, 9.868801), (10, 9.772021), (8, 9.467875), (5, 9.330062)
457: (239*, 24.592436), (215*, 24.086586), (2*, 22.470903), (233*, 22.11504), (206*, 19.268301), (205*, 17.128422), (217*, 16.038328), (235*, 15.363086), (257*, 15.247353), (675, 1.5936483)
458: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
459: (2*, 16.004185), (215*, 15.93063), (10*, 13.343231), (255*, 12.583695), (235*, 12.130489), (213*, 12.047106), (245*, 11.887941), (210*, 11.851048), (233*, 11.313569), (214*, 10.240986)
460: (11*, 23.968794), (215*, 20.62576), (2*, 19.143862), (1*, 18.06344), (10*, 17.705116), (17*, 16.850323), (250*, 16.817305), (255*, 16.107862), (216*, 15.899269), (251*, 13.27945)
461: (11, 17.861263), (1*, 17.154398), (207*, 16.676165), (216*, 15.933633), (4, 15.659223), (3, 15.080779), (8*, 14.926283), (9*, 14.786303), (2*, 14.567389), (205, 13.4449215)
463: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (12, 0.0)
464: (215*, 22.638155), (13*, 22.251335), (211*, 21.61363), (2*, 21.244013), (205, 20.38836), (213, 20.063921), (10, 18.68376), (253*, 18.187716), (251, 18.03657), (220*, 16.964184)
465: (219, 19.111017), (17*, 17.150558), (1*, 16.837135), (8, 16.446817), (3, 14.869023), (207*, 14.242875), (5, 13.744707), (250, 13.399378), (4, 12.371287), (245*, 11.928064)
466: (9*, 25.863684), (1*, 23.507097), (248*, 16.988), (486, 1.6322787), (1655, 1.3181002), (1010, 1.2827506), (313, 1.223414), (1565, 1.1132724), (831, 1.1004759), (916, 1.0444113)
467: (17*, 24.85385), (1*, 23.374691), (236*, 22.708899), (211*, 19.947943), (245*, 19.275436), (255*, 18.297346), (253*, 17.426523), (251*, 16.751795), (216*, 16.538221), (234*, 15.236032)
468: (7*, 17.749336), (215*, 16.903297), (205*, 13.573283), (206*, 12.165112), (245*, 11.291976), (84*, 11.265553), (251*, 11.008566), (233*, 10.669688), (4*, 9.676802), (217*, 9.592788)
469: (11*, 15.720183), (1, 13.38871), (219*, 12.744263), (207, 12.418719), (13, 12.150513), (213, 11.8434305), (3, 11.7988825), (12, 11.683497), (10, 11.477815), (215, 11.311496)
470: (11, 16.067247), (13, 15.787935), (7, 15.012588), (219, 14.881416), (2, 14.345595), (4, 14.290159), (215, 13.9579735), (217, 13.930945), (10*, 13.885623), (251, 13.610343)
471: (215, 22.849154), (5, 21.48154), (4, 21.060326), (213, 20.05484), (8, 19.254894), (205, 18.919498), (9, 18.032434), (3, 17.902382), (250, 17.785917), (211, 17.119928)
472: (7*, 18.493221), (219, 16.608812), (215, 16.500868), (9, 16.031935), (251, 15.899309), (8, 15.679848), (207*, 15.295648), (217, 15.145783), (245, 14.762448), (10, 14.52529)
473: (219, 16.6335), (11, 16.557495), (236, 15.897303), (9, 15.108562), (213, 14.376409), (255, 14.363454), (17, 14.245323), (234, 13.5013485), (13, 13.319392), (4, 12.987419)
475: (8, 13.235609), (215, 12.989665), (13, 12.738478), (17, 12.580212), (250, 11.762887), (207, 11.602481), (9, 11.444551), (211, 11.404108), (255, 11.246223), (10, 11.138824)
476: (11*, 17.950426), (219, 16.441595), (239, 15.560673), (2, 15.514114), (3*, 15.487709), (8, 14.768794), (205*, 14.6621275), (5, 14.344148), (206, 13.993577), (251, 13.758908)
477: (11*, 23.295902), (13*, 20.368698), (219*, 19.012758), (235*, 15.929126), (212*, 14.636469), (234*, 12.864425), (254*, 11.965993), (210*, 11.056701), (217*, 9.4153805), (243*, 9.097473)
478: (17, 17.484093), (1, 17.117558), (13, 16.84817), (11, 16.599064), (215, 16.596178), (5, 16.398443), (236, 15.952693), (255, 15.734351), (7*, 15.534967), (245, 15.466363)
479: (11, 13.88954), (219, 10.646334), (12, 10.51118), (207, 10.326197), (1, 10.112157), (215, 9.912746), (17, 9.427096), (216, 9.204302), (5, 9.171693), (10, 8.89029)
480: (7*, 13.941845), (9, 13.528558), (219, 13.066286), (1, 12.158241), (3, 12.1185875), (8, 11.960122), (211, 11.817274), (13, 11.756279), (5, 11.383403), (17, 11.337186)
482: (8*, 25.675974), (12*, 23.417835), (250, 22.356129), (246, 19.303568), (220, 18.750912), (253, 17.50798), (217, 17.443542), (247, 17.208017), (251, 17.12286), (206, 16.51511)
483: (215*, 26.213833), (8*, 25.47584), (9*, 23.779102), (207*, 16.111076), (234*, 14.93991), (217*, 13.769076), (245*, 11.989874), (252*, 11.824734), (210*, 9.927645), (249*, 7.973754)
485: (2*, 16.564955), (12*, 14.210168), (250*, 11.206471), (206*, 8.979284), (255*, 7.9318495), (84*, 7.5070434), (257*, 7.00604), (246*, 6.7983274), (220*, 6.109741), (248*, 6.0893555)
486: (236, 17.033691), (207, 16.764803), (219*, 16.32275), (12, 16.27426), (4, 14.999394), (253, 14.964932), (8, 14.878049), (213, 14.794279), (205, 14.788171), (10, 14.747366)
487: (13*, 23.555845), (10*, 21.721945), (11*, 18.837843), (239*, 18.40855), (217*, 17.92016), (216*, 17.388542), (8*, 15.043239), (4*, 14.1431), (255*, 14.056536), (247*, 11.939738)
488: (17*, 23.485624), (206, 21.224), (239*, 20.484983), (12, 20.259268), (9, 19.55277), (6, 19.107527), (255, 18.380684), (2, 18.178732), (250, 18.16951), (213, 17.039766)
489: (11, 15.820841), (13, 15.65161), (1, 15.32937), (5, 14.365838), (8, 14.082987), (215, 13.75355), (207, 13.682988), (9, 13.024228), (4, 12.919203), (250, 12.719585)
490: (236, 17.978785), (215, 17.848482), (9*, 17.731567), (13*, 16.808609), (255*, 16.430786), (250, 16.429592), (4, 16.209917), (5, 15.670101), (246, 13.183396), (6*, 11.7807865)
491: (17*, 17.280462), (5, 15.706148), (9, 14.948435), (10*, 14.908059), (213, 14.097998), (8, 13.544872), (257, 12.985484), (216, 12.7114935), (205, 12.684912), (255, 12.482625)
492: (17*, 29.799246), (13*, 25.434105), (207*, 25.119186), (246, 20.852507), (84*, 19.61436), (235*, 19.31987), (6*, 18.90616), (212*, 18.143414), (121*, 17.486065), (245*, 17.153894)
494: (8, 23.514555), (9, 21.351116), (12, 20.396347), (4, 18.451239), (206*, 17.869518), (2, 17.455997), (6, 17.048311), (214*, 16.796062), (205, 14.272305), (252, 11.39786)
495: (11, 17.777355), (215*, 17.319134), (5, 17.197721), (2, 16.692104), (239, 16.379507), (219, 16.377758), (7, 15.900919), (216, 15.523765), (8, 15.357387), (245, 15.205697)
497: (236, 12.835488), (8, 12.075549), (219, 11.765535), (5, 11.543085), (6, 11.144141), (17, 11.010369), (4, 11.005168), (215, 10.948889), (207, 10.293204), (7, 10.246423)
498: (236, 14.106965), (219, 13.81102), (13*, 13.803997), (5, 13.757697), (1, 13.627063), (215, 12.4655485), (211, 11.985469), (239, 11.324543), (3, 11.315206), (245, 11.150083)
500: (211*, 19.004028), (1*, 18.938026), (6*, 17.346899), (239*, 14.730722), (251*, 13.601508), (257*, 13.037308), (84*, 12.201286), (252*, 11.923022), (247*, 11.865108), (214*, 10.9019)
502: (236*, 28.522154), (8*, 25.92662), (213*, 24.052753), (211*, 23.302736), (206*, 23.077866), (3*, 21.209566), (234*, 20.274256), (217*, 18.615648), (207*, 18.47208), (2*, 18.256748)
503: (8, 17.067091), (17, 17.036467), (219*, 16.976871), (255, 16.826883), (239, 16.247076), (3, 16.009796), (13, 15.904048), (215, 15.612708), (213, 15.06614), (6, 13.7032385)
504: (255, 23.51864), (5*, 23.188467), (13, 20.220398), (213, 19.552767), (10, 19.349329), (239, 19.341513), (233, 19.258785), (12, 17.996826), (251, 17.98579), (250, 17.500134)
505: (3*, 19.33114), (216*, 15.946635), (17*, 13.987893), (241*, 12.929771), (220, 12.923857), (251*, 12.389625), (211*, 12.262971), (121*, 11.577678), (217*, 11.316113), (252*, 10.754466)
506: (13*, 21.575909), (219, 18.945955), (3*, 18.317575), (5, 17.996576), (8, 17.70537), (211, 17.66588), (1, 17.120054), (2, 16.800682), (11, 16.364988), (250, 16.047947)
507: (2*, 20.992884), (1*, 19.979908), (215*, 19.54998), (12*, 19.510725), (219*, 17.976652), (17*, 16.667803), (250*, 12.509842), (254*, 11.746578), (121*, 11.508617), (212*, 10.90682)
508: (11, 15.722386), (13, 15.308093), (1*, 14.431531), (219, 13.746895), (7*, 13.521156), (251, 12.935234), (215, 12.8657875), (4, 12.115185), (217, 11.793889), (216, 11.779015)
509: (1*, 16.92934), (239, 15.5635), (17, 15.043715), (205, 14.369593), (216, 13.527095), (217, 13.105584), (206, 13.043526), (235, 12.954596), (5, 12.672664), (220, 12.388377)
510: (218, 1.1276757), (318, 0.94615734), (585, 0.931085), (704, 0.89553136), (675, 0.8373285), (432, 0.8156066), (702, 0.79415065), (723, 0.7780657), (295, 0.77652544), (70, 0.7705824)
511: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
513: (215, 14.340118), (17, 14.03594), (11, 12.005896), (8, 11.764831), (13, 11.706755), (5, 11.075599), (2*, 10.633906), (219, 10.204546), (3, 10.0939455), (4, 9.935714)
514: (11, 17.416784), (3, 16.995714), (2*, 16.636576), (1, 16.382723), (250, 16.195446), (12, 16.17171), (217, 15.860806), (255, 15.483736), (216, 15.395848), (205, 15.154453)
515: (8, 19.672436), (10*, 17.009241), (1*, 16.753878), (219, 16.249125), (3*, 15.998901), (13*, 15.690213), (206*, 14.557448), (213*, 14.195873), (250, 13.015228), (220*, 12.605172)
517: (1*, 19.286615), (5*, 15.465428), (9*, 14.785835), (255*, 14.001017), (206*, 12.845243), (121*, 11.563154), (214*, 10.307115), (256*, 8.983412), (425, 2.0810828), (242, 1.7657068)
518: (11, 18.601328), (215, 17.237862), (5, 16.078423), (4, 15.421709), (216, 15.053128), (250*, 14.559935), (8, 14.549418), (235, 14.410712), (10, 14.290124), (207, 14.130675)
519: (11*, 23.670082), (8, 21.107897), (215, 18.330185), (211, 17.754042), (251, 17.6427), (3, 16.81592), (255, 16.302256), (4, 15.674485), (213, 14.918021), (206, 14.893392)
