# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
1: (4*, 16.360044), (5*, 14.518662), (9*, 13.454417), (211, 13.354351), (219, 13.226616), (13, 13.201986), (215, 12.980445), (213, 12.460102), (6*, 12.219067), (10*, 12.0013685)
363: (7, 14.186985), (8, 12.714989), (11, 12.652759), (219, 11.789315), (10*, 11.497206), (3, 11.113226), (1, 11.011606), (215*, 11.004235), (214, 10.880951), (4, 10.742778)
364: (13, 13.956628), (3, 12.645207), (17, 12.369608), (215, 11.809235), (5, 11.666577), (250, 11.396762), (12, 11.005502), (4, 10.848495), (9, 10.836372), (257, 10.649674)
365: (13*, 23.224356), (11*, 21.588364), (211*, 20.320225), (219*, 20.213638), (10*, 20.2097), (241*, 19.570944), (213*, 18.32254), (8*, 17.869366), (3*, 17.394361), (207*, 16.680458)
366: (8, 17.315125), (13, 16.376438), (11, 15.572142), (17, 15.422774), (219, 15.24952), (9, 15.195453), (2, 15.169935), (245, 14.541003), (12, 14.1518955), (211, 14.078004)
367: (13*, 19.955427), (241*, 15.37227), (239*, 14.940209), (256*, 11.288216), (217*, 10.4684305), (246*, 9.188264), (252*, 8.712401), (254*, 6.6918464), (91, 2.0036619), (318, 1.1956006)
368: (5*, 20.780073), (215, 18.711666), (13, 17.898834), (211*, 17.3086), (3*, 17.185337), (207*, 16.68627), (234*, 16.35115), (255, 15.228279), (1*, 14.945374), (84, 14.783063)
369: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
370: (11, 21.303759), (219, 17.010477), (211, 16.924143), (215*, 16.218355), (206, 16.178358), (205, 15.416594), (245, 15.255876), (10, 14.923496), (251, 14.59488), (4, 14.400575)
371: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
372: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (9, 0.0), (10, 0.0), (11, 0.0)
373: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
374: (206*, 18.058369), (12*, 16.454077), (3*, 16.291512), (245*, 14.296725), (243*, 13.181126), (249*, 10.811099), (253*, 9.213755), (712, 0.74278134), (735, 0.74278134), (91, 0.6980146)
375: (215, 13.660805), (7, 13.437832), (11, 13.10813), (3, 12.148213), (2, 11.653312), (250, 11.392545), (13, 11.320771), (8, 11.060936), (255, 10.487194), (1, 10.438529)
378: (219, 20.513975), (215, 20.053144), (7*, 19.614721), (5, 18.038902), (13*, 17.641747), (2*, 17.627775), (8, 17.113934), (1, 16.096346), (239, 15.547512), (10, 15.3537855)
380: (17, 14.8418255), (13, 14.42356), (219, 13.747863), (11, 13.410196), (215, 13.03159), (12, 12.745402), (205, 12.669592), (1*, 12.646046), (3, 12.483433), (5, 11.764679)
381: (3*, 27.855598), (10*, 20.178606), (211*, 19.911642), (233*, 18.646122), (239*, 18.241955), (249*, 16.447319), (217*, 14.202688), (252*, 14.162369), (210*, 14.007501), (254*, 12.30457)
382: (5*, 16.148897), (2, 14.8069105), (17, 14.263), (3, 14.114868), (11, 13.732406), (10, 13.262057), (4, 12.405292), (236, 11.818274), (207, 11.404942), (241, 11.327836)
383: (13, 18.8681), (11, 18.041742), (215, 17.442078), (1*, 16.863361), (2, 16.637949), (207, 15.918863), (211, 15.193308), (236, 15.102855), (3, 14.801928), (250, 14.740334)
384: (211*, 28.521017), (5*, 27.92458), (250*, 26.232525), (4*, 24.853094), (214*, 23.157717), (206*, 21.09747), (121*, 20.53429), (205*, 20.476042), (249*, 18.731575), (256*, 11.478478)
385: (11, 18.6821), (215*, 16.66141), (207, 16.02066), (211*, 15.848653), (213, 15.391599), (8, 15.152397), (9, 14.576673), (239, 13.839745), (4, 12.91797), (205*, 12.706692)
386: (215*, 27.49079), (239*, 26.212034), (2, 25.696531), (9*, 24.070915), (17*, 23.543594), (12*, 21.912178), (6*, 20.803072), (246, 20.138704), (214*, 17.95444), (247*, 17.457178)
387: (148, 0.25), (887, 0.25), (1093, 0.25), (1090, 0.25), (1115, 0.25), (1112, 0.25), (1111, 0.25), (1081, 0.25), (1077, 0.25), (7, 0.21875)
389: (8*, 31.074848), (9*, 29.936275), (213*, 27.738613), (2*, 27.567762), (17*, 27.3758), (5*, 26.576828), (10*, 26.221014), (234*, 23.969284), (239*, 23.657011), (246*, 22.53347)
391: (7*, 17.477825), (213, 17.35377), (5, 16.775541), (236, 16.226341), (219, 15.927195), (9, 15.859856), (8, 15.737904), (17*, 15.544686), (205*, 14.943921), (239*, 14.76062)
392: (11*, 20.568092), (215, 19.97341), (2, 19.152136), (250, 18.977474), (1, 18.804214), (9, 18.294584), (211, 18.041344), (244, 17.845396), (213, 17.599012), (233, 17.303694)
393: (236*, 23.555763), (13*, 23.138195), (219*, 22.186087), (4*, 21.920883), (2*, 21.311792), (255, 20.929102), (213*, 19.665209), (216*, 19.135105), (6*, 18.823229), (220*, 17.787214)
395: (17*, 27.55322), (13*, 27.512075), (207*, 23.624136), (10*, 22.591307), (7*, 22.306957), (3*, 21.774443), (214, 20.793592), (246, 19.851261), (257*, 19.704634), (4*, 18.866686)
396: (207, 15.575915), (13, 15.203002), (11, 14.841193), (17*, 13.428738), (5, 13.260332), (215, 13.205824), (236, 13.076768), (9, 12.984769), (205, 12.412992), (233, 12.24628)
397: (17, 21.266068), (215, 19.69748), (5, 18.11135), (236, 17.895912), (211, 17.108345), (213, 16.784431), (6, 16.699078), (255, 16.45498), (206, 16.443075), (250, 16.158525)
398: (11, 11.86297), (5, 10.788437), (4, 10.691589), (215, 10.460368), (7, 10.04495), (207*, 9.895664), (17, 9.68729), (219, 9.569278), (9, 9.283909), (13, 9.055874)
401: (7*, 22.344658), (4*, 22.209673), (215*, 21.976686), (2*, 20.703714), (257*, 18.96937), (233*, 18.500948), (234*, 17.619379), (253*, 15.993327), (214*, 15.790168), (256*, 11.867476)
402: (216, 0.4375), (447, 0.3784064), (1247*, 0.3784064), (253, 0.375), (207, 0.3471564), (10, 0.34375), (13, 0.34375), (499*, 0.32434836), (1246*, 0.32434836), (4, 0.3125)
403: (2*, 18.915352), (13, 18.740458), (241*, 17.696117), (215, 16.715834), (216, 15.728714), (7*, 15.537426), (4, 15.384032), (205, 14.898413), (211, 14.828319), (213, 14.623898)
404: (207, 18.442844), (205, 18.058073), (5*, 17.628906), (211*, 17.585909), (213, 17.364143), (9*, 16.663418), (251*, 16.606794), (3, 16.305258), (257*, 15.906845), (245, 15.7921915)
405: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
406: (1, 19.82606), (207*, 17.82316), (239*, 17.416977), (6*, 17.205736), (257, 16.357021), (206, 14.627511), (241, 13.1868925), (254, 13.146709), (235, 12.211764), (243, 10.695487)
407: (2, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (11*, 0.0), (12, 0.0), (13*, 0.0)
408: (11, 22.496895), (2, 21.52158), (207*, 19.807693), (215*, 19.450716), (241, 18.79791), (4, 18.703598), (205*, 18.345959), (219, 16.987082), (10, 16.891346), (216, 16.026293)
409: (17*, 14.399666), (8, 12.091927), (211, 11.709571), (9, 11.23755), (3, 10.111777), (2, 9.985189), (215, 9.71841), (12, 9.083271), (1, 8.776976), (234, 8.735066)
410: (13, 15.113083), (215, 14.931057), (211, 14.784171), (17, 14.5089855), (3, 13.922144), (4, 13.31685), (5, 13.151926), (239, 12.997612), (8, 12.899689), (213, 12.45633)
411: (9*, 24.186413), (2*, 20.760809), (8*, 19.754833), (212*, 17.401323), (121*, 17.244057), (213*, 16.627693), (220*, 15.535282), (235, 15.207825), (234*, 14.390969), (244, 11.512649)
412: (2*, 24.72082), (17*, 19.819134), (5*, 19.734053), (3*, 19.500742), (216*, 18.916681), (211*, 17.366598), (239*, 16.6249), (255*, 15.672337), (121*, 15.317135), (253*, 14.992597)
413: (207*, 14.628674), (17*, 12.653547), (3*, 10.5339575), (219, 9.375084), (12*, 9.28393), (216, 9.28379), (13, 8.713122), (10, 8.631474), (215, 8.251517), (213, 8.141433)
414: (3, 13.680289), (2*, 13.089568), (205, 12.623012), (12, 12.06427), (213, 12.007606), (219, 11.97788), (239, 11.791858), (250, 11.7246065), (8, 11.626525), (211, 11.469589)
416: (11, 15.448349), (3, 14.985625), (1, 14.262118), (8*, 13.888286), (207*, 13.6960535), (5, 13.346308), (219, 12.950864), (12, 12.933633), (4, 12.804278), (9, 12.585626)
417: (213, 10.222821), (11, 9.778407), (2, 9.693967), (205, 9.509472), (5, 9.331203), (207, 9.088844), (10, 9.064927), (7, 9.0004635), (251, 8.918098), (3, 8.900605)
418: (11, 20.606377), (17, 16.589163), (7, 16.062449), (2*, 16.027119), (219, 15.88947), (206, 15.799745), (213, 15.713226), (5, 15.511072), (3*, 15.326397), (12, 14.21536)
419: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
420: (7*, 21.658346), (8*, 19.921576), (205*, 19.38691), (5*, 17.585936), (12*, 16.992846), (251*, 16.11701), (207*, 15.669857), (233*, 14.638428), (220, 14.30871), (6*, 13.654475)
421: (11*, 15.2464075), (2*, 14.721855), (1, 14.135376), (206, 13.890878), (13, 13.8685665), (7*, 13.812758), (4, 13.7387085), (9, 13.162734), (3, 13.1279955), (213, 12.81242)
422: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (11, 0.0)
423: (13, 18.214586), (2*, 17.186235), (8, 17.055748), (211, 16.956291), (236, 16.427597), (215, 16.320494), (17*, 16.195354), (3, 15.7993555), (205, 15.5062), (219, 15.103373)
424: (17*, 18.927608), (215*, 18.214748), (207*, 17.89924), (213*, 16.294428), (4*, 16.249687), (254*, 14.951093), (257*, 14.754554), (252*, 14.546539), (255*, 13.472446), (253*, 13.358379)
425: (10*, 19.209269), (4*, 17.773745), (9*, 17.340626), (250*, 16.214811), (236*, 15.381636), (210*, 13.148624), (84*, 12.920462), (638, 1.9888831), (341, 1.7642514), (425, 1.5522572)
426: (2, 20.32088), (219, 15.792423), (4, 13.606454), (220, 12.84145), (234, 12.443154), (213, 12.442978), (206, 12.315009), (251, 12.237663), (235, 12.141622), (205, 12.018873)
427: (17*, 26.732246), (219, 25.252237), (12*, 22.517393), (216*, 19.571869), (253, 19.37323), (217, 19.351355), (233*, 19.132898), (246, 18.75899), (245, 17.951155), (247, 16.438135)
428: (215*, 28.657537), (207*, 26.409933), (3*, 25.57377), (254*, 19.726818), (206*, 19.16172), (212*, 17.487778), (250*, 17.423735), (247*, 16.032288), (243*, 15.660106), (249*, 14.382374)
429: (9*, 23.775625), (215*, 20.434366), (13*, 19.354834), (236*, 17.653172), (1, 16.467012), (3*, 16.321293), (12, 15.744342), (245*, 15.226762), (216, 14.890098), (220, 14.698782)
430: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
432: (5, 22.879143), (9, 21.96391), (8, 21.510895), (213*, 21.14655), (13, 20.537176), (7*, 19.508848), (3, 18.324444), (255, 18.057356), (219, 17.995651), (250, 17.803268)
433: (219, 1.2747431), (4, 0.96182126), (5, 0.9332172), (216, 0.91214603), (253, 0.7766345), (12, 0.7334968), (213, 0.72535163), (542, 0.6806912), (3, 0.5940467), (752, 0.56334555)
434: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5*, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
435: (7, 7.65625), (17, 7.25), (13, 7.125), (11, 7.0), (8, 6.875), (215, 6.5), (3, 6.40625), (2*, 6.21875), (1, 6.125), (9, 6.0625)
436: (8, 15.585608), (1, 14.897601), (215, 14.842223), (11, 14.620145), (7, 14.18398), (13, 14.096273), (9*, 12.899473), (239, 12.875469), (213, 12.777018), (10, 12.738386)
437: (5*, 32.310654), (8*, 32.01912), (2*, 27.932268), (250*, 24.51309), (220*, 23.999298), (257*, 23.618052), (241*, 21.296103), (84*, 21.101736), (254*, 19.697306), (252*, 15.021932)
438: (219, 16.150354), (11, 15.193634), (13, 14.772003), (9, 14.27798), (215, 14.116127), (4, 13.983525), (17, 13.817152), (5*, 13.79917), (251, 12.495176), (1, 12.423323)
439: (8*, 19.101345), (207*, 18.245989), (213*, 17.390135), (206*, 14.73342), (233*, 14.298422), (254*, 12.341272), (210*, 11.691826), (121*, 10.802298), (244*, 8.790194), (246*, 8.497156)
440: (3, 14.319052), (7, 12.886008), (207, 12.868299), (8, 11.679215), (219, 11.270532), (254, 10.588555), (12, 10.457494), (17, 10.400946), (251, 10.396442), (236, 10.366553)
441: (9, 24.940802), (3, 22.813828), (7, 22.78598), (215, 22.517166), (2, 22.49192), (121, 21.760265), (4*, 20.727196), (257, 20.686016), (216*, 20.216913), (207*, 19.9896)
442: (7*, 18.589125), (8*, 17.107193), (5*, 16.59904), (217*, 16.152657), (255*, 15.112762), (257*, 13.818377), (245*, 13.799046), (239*, 13.766366), (247*, 12.756837), (252*, 11.596401)
444: (8, 19.03646), (12, 16.01283), (211*, 14.894771), (245*, 14.842332), (241, 14.833336), (257, 14.653177), (234, 14.5113535), (247*, 14.406547), (233, 14.391343), (212, 14.00766)
445: (1*, 20.227169), (12, 18.860523), (236, 18.116417), (250, 15.979277), (235, 15.225113), (9, 15.05853), (251, 14.861807), (241, 14.012199), (257, 12.837191), (205*, 12.575517)
446: (11, 14.687589), (17, 14.046768), (5, 13.422387), (219, 13.225967), (1, 12.438264), (213, 12.022836), (3, 11.599328), (13*, 11.475962), (10, 11.282227), (255, 10.84274)
447: (215*, 12.730339), (11, 12.575634), (219, 12.047134), (211, 11.573362), (9, 11.468771), (2, 10.965086), (13, 10.91707), (239, 10.895497), (8, 10.859444), (4, 10.618428)
448: (211, 17.701263), (13, 17.538141), (9, 17.339937), (1, 16.969505), (7*, 16.789902), (207*, 16.423023), (213, 15.730819), (5*, 15.4163885), (216, 14.575508), (205, 14.506484)
449: (17, 20.731922), (215, 19.36374), (1, 17.117556), (219, 17.091042), (245, 15.581646), (253, 15.490601), (211*, 14.715459), (255, 14.260852), (13, 14.212593), (205, 13.818995)
451: (11*, 27.332027), (13*, 21.709246), (211*, 20.455755), (255*, 20.312046), (3*, 19.424765), (251*, 19.001396), (250*, 17.595232), (241*, 15.906831), (254*, 15.652692), (247*, 14.586906)
452: (211*, 26.927011), (8, 24.675743), (17*, 24.016785), (5*, 23.994844), (1*, 23.102901), (2, 21.200663), (10*, 20.694477), (251, 20.390625), (253*, 17.851753), (233*, 17.733576)
453: (2*, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (12, 0.0), (14, 0.0), (15, 0.0)
454: (11*, 24.067492), (219, 20.567385), (13*, 19.789925), (4, 17.555983), (236, 17.132414), (9, 16.856121), (211, 16.826385), (3*, 16.261555), (250, 15.198783), (212, 14.799502)
455: (13, 22.08991), (219*, 20.251364), (1*, 20.05148), (7, 19.752005), (206, 19.458967), (239, 19.413774), (3*, 18.502958), (10*, 18.106571), (250, 17.790375), (241, 17.522198)
456: (3, 13.1466675), (13, 12.417417), (2, 12.321618), (1, 11.809206), (205, 11.558963), (8, 11.433315), (5, 11.339797), (10, 11.328003), (12, 11.121775), (219, 10.7132)
457: (7*, 27.98559), (17*, 26.545265), (9*, 25.569386), (255*, 24.65971), (10*, 24.179493), (12*, 23.792284), (234*, 23.430065), (1*, 21.294733), (251*, 21.056057), (247*, 20.433195)
459: (13*, 20.76268), (219*, 18.483248), (8*, 17.734018), (9*, 16.039679), (220*, 15.10817), (234*, 14.8662), (254*, 14.719699), (257*, 14.624718), (6*, 14.1089115), (84*, 12.259324)
460: (3*, 14.681123), (213*, 13.656943), (239*, 13.517655), (8*, 13.3206215), (241*, 11.80426), (220*, 11.441199), (254*, 11.138745), (212*, 11.061794), (214*, 10.22663), (257*, 8.603733)
461: (11, 26.245762), (3, 21.645388), (213*, 19.020208), (4, 18.170723), (10, 16.913692), (250, 16.349585), (239, 16.1191), (253, 15.108855), (205, 14.864644), (220*, 14.562146)
462: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7*, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
463: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (12, 0.0)
464: (7*, 22.977446), (3*, 20.183002), (251, 18.166948), (10, 17.614923), (12*, 17.57528), (205, 17.418037), (213, 17.360666), (206, 17.235744), (217, 16.059689), (235, 14.846269)
465: (219, 21.15906), (8, 19.435825), (5, 19.05093), (2*, 18.051796), (211*, 16.82382), (4, 15.679456), (3, 15.665318), (241, 14.473181), (205, 14.19133), (206, 13.764799)
466: (211*, 28.599756), (8*, 25.560394), (205*, 24.247202), (207*, 24.000637), (255*, 23.17113), (247*, 22.201395), (216*, 21.297049), (7*, 20.783396), (252*, 18.387306), (249*, 18.227894)
467: (219*, 22.32632), (10*, 21.328272), (207*, 21.027634), (233*, 19.893248), (12*, 19.778158), (241*, 17.261248), (217*, 15.709959), (256*, 14.483351), (249*, 13.246716), (244*, 10.965617)
468: (17*, 16.898008), (211*, 15.012881), (13*, 14.8687315), (239*, 13.456021), (255*, 12.48191), (246*, 12.050211), (257*, 10.708783), (234*, 10.149279), (216*, 9.755907), (244*, 7.877209)
469: (205, 15.820782), (5*, 15.599047), (13, 15.516042), (3, 15.322058), (12, 14.086769), (207, 14.0621195), (215, 13.919891), (255, 13.643082), (217, 13.523976), (239, 13.439331)
471: (9, 18.755888), (8, 18.229893), (215, 17.748592), (219*, 17.608368), (213, 17.199547), (255, 17.197311), (4, 17.103971), (236, 16.785559), (251, 16.267612), (245, 16.145952)
472: (11*, 21.231302), (215, 20.184368), (236, 19.297028), (2, 17.931063), (8, 17.924616), (205, 17.61975), (9, 17.086424), (219, 16.773447), (213, 16.691338), (17, 16.509691)
473: (11, 16.250519), (17, 15.887173), (219, 15.727032), (9, 15.697925), (236, 15.320723), (205, 14.703509), (255, 13.872978), (213, 13.051239), (4, 13.041442), (13, 12.807559)
475: (11*, 13.567535), (8, 12.840889), (17, 12.263116), (9, 12.100196), (3, 11.497929), (215, 11.012105), (5, 10.617806), (207, 10.53997), (7, 10.35945), (211, 9.849397)
476: (215, 15.279984), (1*, 14.83329), (17, 13.49809), (206, 13.448599), (8, 12.715693), (219, 12.380495), (236, 12.379722), (2, 12.184145), (217, 11.324357), (251, 11.296263)
477: (8*, 21.005903), (215*, 20.040697), (6*, 18.049246), (207*, 16.65184), (255*, 16.413292), (246*, 12.009717), (248*, 10.475566), (425, 1.508402), (653, 1.0425751), (788, 1.0425751)
478: (2, 17.997116), (11, 17.318693), (8, 16.214237), (3, 16.0099), (215, 15.50102), (13, 15.474127), (1, 15.255198), (205, 15.042316), (213, 14.458648), (239, 14.426769)
479: (2*, 13.34977), (11, 13.103088), (13, 12.017521), (17, 10.967872), (219, 10.549862), (5, 10.491662), (207, 10.205743), (12, 10.067032), (1, 9.959359), (239, 9.855378)
481: (5*, 7.4914775), (11, 7.4602275), (3, 6.9375), (2, 6.6875), (207, 6.375), (1, 6.3011365), (236, 5.9460225), (13, 5.9289775), (241, 5.724432), (205, 5.65625)
482: (7*, 30.432829), (236*, 27.431314), (206, 23.082397), (9*, 22.91504), (253, 22.60743), (246, 20.229675), (250, 20.106794), (247, 20.049181), (220, 19.809725), (217, 19.368845)
483: (11*, 27.138876), (17*, 25.116587), (216*, 22.34057), (236*, 22.000109), (4*, 21.292692), (12*, 19.763475), (206*, 19.740246), (1*, 19.587343), (253*, 19.030724), (214*, 16.539436)
484: (9, 14.332862), (7*, 14.010705), (215, 13.865256), (207*, 13.624352), (17, 13.466724), (11, 13.437021), (13, 13.073022), (211, 13.063345), (219, 12.662889), (5, 12.621456)
485: (11*, 18.173592), (8*, 16.678907), (205*, 14.052381), (215*, 14.022089), (219*, 12.695997), (253*, 10.662912), (216*, 10.6240015), (254*, 8.716675), (233*, 8.521491), (218, 1.9533435)
486: (11*, 14.220353), (17, 13.91722), (205, 13.852279), (10, 13.454621), (207, 13.27461), (1, 12.924953), (8, 12.634601), (4, 12.580099), (9*, 12.546605), (216, 12.503012)
487: (3*, 23.631878), (207*, 20.206184), (9*, 16.79682), (12*, 16.706984), (215*, 16.284678), (250*, 15.927362), (210*, 10.894077), (121*, 10.691332), (214*, 10.223876), (347, 1.2829882)
488: (9, 21.86152), (7*, 16.558712), (245, 14.908236), (213, 14.738644), (2, 14.683886), (255, 14.38684), (4*, 14.0613165), (6, 13.953737), (206, 13.685362), (251, 13.598628)
489: (207, 16.76825), (11, 16.004658), (1, 15.873685), (10, 14.675021), (9, 14.51412), (241, 14.030033), (13, 14.017492), (4, 13.155829), (215, 13.046061), (8, 12.9460745)
490: (4, 20.39738), (5, 19.662004), (236, 18.140192), (215, 17.116966), (207*, 16.783474), (251, 15.104748), (245*, 14.689062), (213*, 14.448387), (214*, 13.6302), (250, 13.223504)
491: (8, 16.621058), (5, 15.755842), (219*, 13.850624), (255, 13.63074), (9, 13.266125), (205, 13.233791), (213, 12.91313), (211*, 12.883125), (214, 12.402302), (207*, 12.149208)
492: (11*, 22.182463), (215*, 21.67098), (211*, 20.225576), (10*, 20.068445), (236*, 18.737408), (4*, 18.674446), (241*, 16.753534), (239*, 16.39176), (246, 14.978587), (234*, 14.344947)
494: (215*, 24.002934), (205, 20.773918), (5*, 20.311253), (2, 19.117046), (3*, 17.614288), (7*, 17.493853), (236*, 17.282764), (250*, 17.20994), (12, 16.999979), (9, 16.780111)
495: (11, 18.950914), (7, 15.553099), (205, 14.495617), (12, 14.478732), (251, 14.28675), (2, 14.17843), (236, 13.821187), (5, 13.667727), (213, 13.634516), (250, 13.487752)
498: (11*, 14.713905), (12, 13.461302), (3, 13.409292), (17*, 12.849112), (4, 12.511433), (205, 12.270951), (5, 12.18775), (219, 12.140681), (236, 12.016589), (213, 11.945967)
499: (1, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (11, 0.0), (12, 0.0)
500: (8*, 20.371576), (5*, 20.241148), (236*, 15.446541), (3*, 14.674624), (10*, 14.045119), (255*, 13.867936), (220*, 12.228697), (234*, 11.720172), (205*, 11.523419), (249*, 8.107656)
502: (17*, 27.039955), (239*, 23.585117), (1*, 21.347982), (251*, 19.532347), (233*, 19.43219), (241*, 18.690582), (244*, 12.759242), (210*, 12.300872), (243*, 10.363421), (256*, 7.9477625)
503: (17, 13.327606), (10, 12.396557), (207, 12.383304), (13, 12.243317), (3, 12.222932), (1, 11.807468), (2*, 11.7566395), (211, 11.675815), (7*, 11.421519), (250, 10.977674)
504: (9*, 24.84414), (13, 24.814764), (213, 21.930782), (255, 21.600496), (250, 20.962994), (207, 20.848211), (239, 19.015192), (12, 18.452534), (10, 17.404041), (251, 17.403627)
505: (13*, 19.845795), (4*, 15.8885145), (239*, 14.329285), (9*, 14.184694), (8*, 13.914508), (250*, 13.553874), (220, 12.78538), (254*, 12.658196), (235*, 12.5210905), (247*, 11.496906)
506: (11, 24.297432), (1, 22.236036), (5, 21.3358), (2, 21.268726), (8, 21.017303), (219, 20.971598), (250, 20.146849), (9, 19.5364), (245*, 19.383667), (251*, 18.877235)
507: (10*, 17.610294), (241*, 16.934973), (220*, 12.655117), (233*, 12.43085), (247*, 11.101252), (249*, 10.087917), (256*, 9.463551), (717, 2.3588097), (425, 1.5806994), (699, 1.5806994)
508: (11, 14.350582), (9, 13.394536), (3, 12.97115), (13, 12.834594), (4, 12.338063), (250, 12.09259), (215, 12.005732), (206, 11.81034), (207, 11.578657), (10, 11.433232)
509: (17, 16.28423), (3, 16.089745), (5, 16.066317), (205, 15.760217), (4*, 14.984184), (207*, 14.679776), (8, 14.355503), (216, 14.042798), (220, 12.97727), (233, 12.80923)
510: (728, 0.95454544), (318, 0.6855008), (73, 0.5962681), (606, 0.5855912), (455, 0.5823864), (658, 0.57638174), (286, 0.5681818), (339, 0.5681818), (713, 0.5369318), (750, 0.5308626)
513: (11, 12.298064), (8, 11.952955), (211, 11.48017), (17, 11.360616), (219, 11.228389), (4, 10.600794), (13, 10.544776), (207*, 10.045694), (5, 9.977114), (121, 9.7789545)
514: (11, 20.433874), (13*, 19.841728), (1, 18.901585), (4, 16.402065), (9*, 15.912227), (5*, 15.891498), (245, 15.872443), (8*, 15.868142), (206, 14.967416), (216, 14.887593)
515: (211, 22.314861), (219, 21.334253), (250, 21.194881), (8, 20.29445), (251, 17.729641), (234, 17.251373), (121*, 16.240208), (253*, 15.696669), (235*, 15.330556), (244, 14.466019)
517: (219*, 17.949867), (8*, 15.797655), (10*, 14.938458), (236*, 14.50509), (251*, 14.417741), (217*, 12.343251), (254*, 12.341606), (244*, 11.118711), (233*, 10.433694), (246*, 9.111444)
518: (11, 18.68885), (13*, 16.608578), (207, 15.532516), (205*, 15.240909), (8, 14.445055), (239*, 14.298714), (241, 14.247369), (236, 14.127252), (10, 13.92659), (215, 13.793707)
519: (215, 18.919992), (8, 18.896523), (211, 17.257725), (3, 16.674467), (4, 16.548758), (213, 15.879926), (255, 15.839401), (250*, 15.278258), (205, 15.223037), (235*, 15.080366)
520: (3*, 16.254662), (2*, 15.775902), (17, 11.986981), (213, 11.840901), (211, 11.313132), (236, 11.308392), (219, 11.131527), (255, 10.927915), (251, 10.034514), (205, 9.8993435)
521: (3, 10.461649), (219, 9.854389), (206, 9.718362), (17, 9.716285), (211, 9.656707), (5, 9.476977), (11, 9.469894), (2*, 9.3379135), (10, 8.997821), (236, 8.960857)
522: (2, 18.226965), (7*, 16.077784), (11, 15.656056), (207*, 14.8831835), (4, 13.454998), (219, 13.214741), (211, 12.83636), (17, 12.794657), (234, 12.750451), (8, 11.969503)
523: (2, 14.541372), (1, 13.038971), (3, 12.371627), (235, 11.1829815), (205, 11.0934925), (217*, 10.209322), (215*, 9.771303), (211*, 9.770188), (213*, 9.503384), (216, 9.156344)
524: (236, 15.334365), (7, 14.684001), (11, 13.649518), (8, 13.284474), (9, 13.25895), (1, 12.503485), (4, 12.296186), (5, 12.056954), (215, 11.790153), (3, 11.688813)
526: (17, 20.545574), (3, 18.985544), (205, 18.929338), (10, 18.852907), (213, 18.50208), (239, 18.478453), (236, 17.886354), (206, 17.582424), (211, 16.296835), (219*, 16.172884)
527: (11, 8.0), (13, 7.5625), (2, 7.21875), (3, 7.1875), (7, 7.0625), (207, 6.875), (219, 6.8125), (216, 6.21875), (12, 6.09375), (215, 6.0625)
528: (11, 19.564888), (13, 18.409115), (213, 18.218523), (12, 17.58356), (207*, 17.131075), (5, 16.912462), (215, 16.2798), (4, 16.271614), (1, 16.233852), (8, 16.15626)
530: (215*, 28.046919), (11*, 26.206743), (245*, 17.43134), (216*, 15.290243), (253, 15.242352), (206, 14.805158), (213, 14.522091), (246*, 13.717708), (257*, 13.6079), (220*, 13.44837)
532: (215, 10.9251), (4, 10.489251), (3, 9.441469), (9, 9.37335), (7, 9.105517), (211, 8.937315), (5, 8.936157), (17, 8.913818), (2, 8.796786), (219, 8.658739)
