# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
1: (1*, 14.007547), (13, 13.716969), (213, 12.727662), (250, 12.581818), (17, 12.2637205), (219, 12.093664), (215, 11.379948), (216, 11.357946), (236, 11.000723), (239, 10.787258)
361: (2, 12.697277), (8, 12.633076), (12*, 12.24493), (9, 11.556774), (211, 11.181988), (213, 10.81933), (5, 10.550972), (3, 10.406847), (236*, 10.154148), (1, 9.940654)
362: (219*, 26.283377), (211*, 25.63637), (13*, 23.543493), (239, 18.263134), (245*, 17.960314), (246, 16.584593), (251*, 15.923142), (233, 15.879946), (206, 15.874967), (234, 15.754557)
363: (7, 14.623804), (11, 14.496199), (17*, 14.426428), (8, 14.076821), (13, 13.577484), (211, 13.5571995), (236, 13.297504), (1, 12.903168), (2*, 12.752339), (219, 12.696563)
364: (12, 12.633537), (8, 12.612482), (17, 12.156219), (13, 11.305987), (3, 11.17455), (10, 10.874775), (1*, 10.670856), (211, 10.656023), (4, 10.168119), (257, 10.112946)
365: (4*, 25.85285), (2*, 25.192951), (236*, 25.175531), (1*, 25.119213), (9*, 24.974186), (245*, 24.052233), (251*, 20.282337), (217*, 19.762156), (253*, 18.997934), (255*, 18.76177)
366: (8, 15.69405), (11, 13.467169), (9, 12.741485), (17, 12.708285), (3*, 12.437116), (13, 12.411441), (236, 12.188613), (12, 12.083613), (215*, 11.8641405), (211, 11.577674)
367: (4*, 20.905872), (8*, 19.440052), (257*, 18.46203), (253*, 17.631859), (216*, 17.0392), (9*, 17.011194), (206*, 16.344597), (12*, 15.449621), (84*, 15.208991), (3*, 15.126411)
368: (13, 24.030233), (215, 20.975271), (239*, 20.538584), (250, 19.15103), (255, 18.125998), (253, 17.975523), (220, 17.104406), (84, 16.960287), (206*, 16.652084), (217, 14.689932)
370: (211, 19.218239), (11, 18.899712), (2*, 17.943039), (1*, 17.926083), (7*, 17.728176), (4, 16.795845), (213, 16.517952), (10, 16.304848), (255, 15.2399025), (245, 14.926845)
373: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
374: (17*, 22.282715), (11*, 20.911402), (207*, 20.225122), (8*, 19.03992), (215*, 18.326015), (255*, 18.322481), (1*, 17.819765), (213*, 17.61774), (9*, 16.825207), (254*, 16.208282)
375: (7, 13.273923), (1, 11.256463), (13, 10.477702), (2, 10.442228), (239, 10.15), (205, 10.027552), (8, 9.977023), (251, 9.765735), (11, 9.63565), (215, 9.51723)
378: (8, 18.772324), (215, 16.594767), (219, 16.400951), (213, 16.293793), (3, 15.811774), (1, 15.477001), (5, 15.368563), (239, 14.521813), (250, 14.313789), (206, 14.124907)
379: (17, 12.13559), (8, 11.280844), (207, 11.259457), (215, 10.990307), (1, 10.989806), (239, 10.869747), (211, 10.849061), (251, 10.839924), (9, 10.531296), (236, 10.472699)
380: (215, 15.527707), (13, 15.027793), (2*, 14.633405), (10, 14.192172), (11, 13.623079), (3, 13.492665), (245, 12.926807), (241, 12.865836), (5, 12.720402), (205, 12.407652)
381: (13*, 23.294424), (215*, 20.33409), (11*, 19.450388), (4*, 17.872107), (255*, 17.097258), (213*, 16.330145), (220*, 14.175961), (206*, 13.608477), (212*, 11.629599), (248*, 9.609652)
382: (11, 15.014817), (8, 12.70824), (207, 12.669905), (213, 12.173026), (10, 11.813639), (12*, 11.778178), (3, 11.7017975), (236, 11.549185), (219*, 11.188228), (9, 11.098351)
383: (13, 17.844847), (2, 16.08499), (8, 15.6010475), (3, 15.457188), (250, 15.386862), (11, 14.60589), (17, 14.397036), (4, 14.314812), (205*, 14.004468), (207, 13.965766)
384: (7*, 25.555481), (9*, 25.19737), (239*, 23.803469), (8*, 23.272907), (1*, 22.142843), (2*, 20.629421), (219*, 20.199345), (217*, 20.187109), (254*, 18.723417), (10*, 17.081747)
385: (8, 20.412466), (11, 19.450495), (7*, 18.550526), (245, 18.381977), (234, 18.227283), (213, 18.065802), (9, 17.638481), (4, 17.163153), (13*, 16.771923), (219, 16.707857)
386: (11*, 24.35724), (2, 19.307947), (207*, 18.307009), (245*, 18.064352), (211*, 16.959164), (4*, 16.851465), (235, 16.002762), (220*, 15.874652), (241*, 15.099333), (234*, 14.37883)
387: (5, 0.21875), (286, 0.21875), (269, 0.21875), (307, 0.21875), (290, 0.21875), (1102, 0.21875), (1092, 0.21875), (1111, 0.21875), (91, 0.1875), (211, 0.1875)
388: (2, 11.556054), (215, 11.21699), (7*, 10.901354), (13, 10.50187), (207, 10.242702), (9, 9.942297), (3, 9.8769045), (8, 9.830949), (219, 9.63452), (17, 9.620292)
389: (11*, 31.980429), (251*, 21.842562), (235*, 20.849611), (241*, 19.954647), (253*, 18.378687), (212*, 14.728065), (210*, 13.422959), (248*, 12.694893), (218, 2.5376515), (675, 2.0877674)
390: (215, 13.378023), (13, 13.051903), (8, 12.874091), (9, 12.562771), (17, 11.947629), (10*, 11.5813055), (3, 11.572121), (245, 11.470026), (236, 11.41551), (206, 11.406635)
391: (13, 18.133192), (219, 17.027628), (11*, 17.02092), (8, 15.310242), (5, 14.827325), (251*, 14.270503), (215*, 14.07884), (216, 13.853595), (253, 13.319836), (255, 13.129662)
392: (9, 20.937445), (8, 20.404924), (236*, 20.374453), (215, 19.028385), (250, 18.588226), (2, 18.426176), (6, 18.329382), (4, 18.183578), (211, 17.97476), (239*, 17.547636)
393: (250*, 24.946495), (255, 21.354198), (214, 20.606873), (257*, 20.444813), (247, 19.386383), (212, 17.195854), (235, 17.165977), (205*, 16.90854), (244, 16.572628), (210, 15.638483)
395: (206*, 20.658539), (241*, 20.650677), (233*, 18.52126), (12*, 17.35716), (246, 15.140321), (214, 15.115261), (255*, 14.955701), (205*, 14.902127), (6, 12.547608), (256*, 12.409491)
396: (11, 19.402277), (13, 18.98495), (215, 18.861952), (3*, 17.757757), (9, 17.122086), (251, 16.603746), (8, 16.538876), (253, 16.090004), (236, 15.585329), (250, 15.498565)
397: (215, 24.414558), (8, 22.189243), (17, 21.629742), (211, 20.309519), (213, 20.214567), (241*, 18.917757), (250, 18.60446), (217, 18.266243), (239, 17.839226), (219*, 17.783846)
398: (215, 10.88701), (11, 10.267204), (17, 9.557586), (236, 9.4811735), (13, 9.44338), (7, 9.128911), (8, 9.125264), (239, 9.085791), (250, 8.831625), (1*, 8.675491)
399: (215, 13.302811), (205, 12.368218), (11, 12.19989), (13, 11.9121065), (236, 11.89927), (213, 11.825328), (8, 11.786405), (211, 11.674506), (250, 11.370759), (3, 11.088503)
400: (2, 12.272727), (3, 11.681818), (8, 11.636364), (1, 11.590909), (255, 11.454545), (17, 11.272727), (7, 11.227273), (9, 10.090909), (239, 10.0), (245, 9.818182)
401: (11*, 26.421991), (17*, 24.644125), (219*, 23.413984), (8*, 23.39543), (12*, 21.947447), (6*, 21.678791), (241*, 18.923185), (250*, 18.422865), (247*, 16.789825), (217*, 16.64615)
402: (205, 0.5311041), (7, 0.49985406), (207, 0.42565355), (17, 0.37485406), (213, 0.37485406), (219, 0.37100255), (9, 0.35930204), (8, 0.34360406), (217, 0.34360406), (215, 0.34360406)
403: (11*, 16.506779), (13, 16.129055), (215, 15.478284), (205, 14.800234), (213, 14.050913), (211, 13.685147), (245, 13.575135), (207*, 13.39368), (216, 13.041481), (250, 12.796373)
404: (7*, 21.150335), (219*, 19.539267), (205, 18.46224), (11*, 18.388258), (3, 18.265507), (250*, 18.148312), (207, 17.979105), (213, 16.611235), (216*, 15.931773), (239, 14.874861)
406: (8*, 24.476976), (211*, 22.702545), (2*, 22.280436), (234*, 20.298357), (5*, 19.95292), (12*, 17.022308), (1, 16.596308), (206, 15.195614), (257, 14.999713), (241, 12.77233)
408: (2, 20.949911), (1*, 20.890553), (11, 19.194014), (219, 18.212166), (245, 16.75505), (4, 16.682655), (217, 16.286245), (3*, 16.185652), (216, 15.59978), (214, 15.13176)
409: (236*, 16.24728), (13, 14.662779), (8, 14.62713), (215, 13.669353), (9, 13.247517), (2, 12.869915), (11*, 12.729195), (207*, 11.967444), (3, 11.74847), (219, 11.641952)
410: (4, 15.535058), (17, 15.513847), (239, 14.762941), (8, 14.646649), (5, 14.595076), (215, 14.290281), (13, 12.878249), (9, 12.767796), (213, 12.326963), (250, 12.018743)
411: (3*, 18.995903), (207*, 18.79496), (4*, 18.028193), (17*, 17.940964), (254*, 15.482093), (250*, 15.007411), (251*, 14.388174), (235, 12.1054535), (214*, 12.057001), (244, 11.092044)
412: (7*, 19.251387), (235*, 17.442587), (8*, 15.036548), (217*, 14.353356), (236*, 13.303585), (220*, 12.919469), (257*, 12.661658), (243*, 12.630064), (251*, 11.344774), (244*, 10.831067)
413: (7*, 19.150522), (13, 14.630763), (211, 13.763976), (9, 12.187323), (219, 12.185904), (10, 11.706211), (216, 11.230975), (205, 10.999056), (213, 10.984868), (234, 10.614716)
414: (13, 14.870136), (205, 14.3891735), (3, 13.243591), (1, 12.902365), (12, 12.895258), (8, 12.873082), (219, 12.182874), (239, 11.968893), (215, 11.458651), (216, 10.78588)
416: (11, 19.109285), (9, 18.559055), (215, 18.380571), (17*, 18.181257), (3, 17.728083), (219, 17.653933), (213, 17.384739), (236*, 17.16722), (1, 16.477407), (245, 15.957297)
417: (236, 9.263989), (2, 9.218308), (9, 9.148268), (13, 9.099185), (8, 8.700513), (7, 8.586194), (215*, 8.535981), (3, 8.512362), (216, 8.285365), (211, 8.142482)
418: (11, 18.6125), (215*, 16.881767), (1*, 15.341385), (4, 14.92244), (219, 14.146322), (245, 13.885546), (255, 13.509587), (216, 13.459051), (7, 13.001019), (250, 12.955026)
420: (211*, 21.766815), (236*, 17.262108), (4*, 17.243647), (216*, 15.550002), (254*, 14.574048), (10*, 14.036097), (220, 13.239162), (84*, 12.3356085), (246*, 11.302687), (434, 2.255549)
421: (216, 15.242335), (1, 14.956763), (4, 14.716543), (215, 14.310556), (245, 13.926145), (205, 13.907979), (12*, 13.556676), (17, 13.105736), (206, 12.959187), (5, 12.922078)
422: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5*, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
423: (3, 18.320503), (219, 16.258474), (215, 16.030481), (13, 15.809581), (207, 15.499124), (205, 14.706375), (1*, 14.26469), (8, 14.184275), (12, 13.905337), (236, 12.359756)
424: (5*, 16.205545), (12*, 15.33353), (219*, 14.310281), (251*, 11.398236), (235*, 11.156552), (243*, 8.1329365), (248*, 8.110332), (210*, 6.5652146), (218, 1.6206874), (425, 1.325697)
425: (5*, 24.13086), (13*, 23.29153), (216*, 21.410383), (241*, 20.966923), (17*, 18.391119), (206*, 17.197182), (121*, 17.034502), (255*, 16.326021), (6*, 15.271311), (246*, 14.924371)
426: (2, 15.601625), (10, 13.830244), (205, 13.208418), (206, 13.054808), (233, 12.611596), (219, 12.431638), (213, 11.868006), (220, 11.681378), (4, 11.450249), (257, 11.22157)
427: (13*, 26.956436), (8*, 25.96312), (5*, 22.204708), (7*, 22.134085), (239*, 20.71467), (207*, 20.643951), (212, 19.928064), (213*, 19.927448), (245, 19.186117), (219, 19.149271)
428: (4*, 29.32915), (213*, 27.393276), (12*, 26.717344), (239*, 25.020872), (253*, 23.995214), (2*, 22.660524), (255*, 22.28713), (241*, 21.771326), (121*, 21.251444), (217*, 21.059292)
429: (211*, 21.167816), (2*, 20.864622), (213*, 15.916954), (12, 15.751311), (206, 15.374263), (1, 15.32803), (6, 15.029719), (257, 14.879196), (217, 14.449632), (241, 13.723118)
431: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
432: (11*, 23.524899), (5, 21.413395), (9, 21.090166), (8, 20.439272), (13, 19.94559), (250, 18.479588), (219, 18.039585), (3, 17.778915), (245, 17.695776), (12*, 17.489597)
433: (211, 0.96505827), (638, 0.89507145), (866, 0.8856121), (245, 0.78696007), (847, 0.71188307), (494, 0.70810467), (870, 0.66665226), (251, 0.64923143), (255, 0.6278692), (414, 0.62413037)
434: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (11, 0.0)
435: (8, 10.632997), (7, 10.42757), (236*, 10.231336), (17, 9.981532), (9, 9.940299), (11, 9.683181), (13, 9.138008), (215, 8.839322), (211, 8.76862), (1, 8.680143)
436: (7, 16.188541), (215, 15.996873), (17*, 15.605539), (8, 15.140609), (11, 14.638377), (236, 14.263984), (1, 13.918294), (13, 13.791071), (239, 13.470324), (12, 13.076554)
437: (239*, 33.832314), (236*, 32.147957), (10*, 26.57642), (6*, 25.435446), (255*, 24.318176), (219*, 23.234116), (212*, 21.784695), (247*, 19.386253), (216*, 19.050014), (249*, 15.935299)
438: (7, 15.5191555), (11, 14.67379), (17, 13.7974825), (3, 13.372817), (9, 13.232148), (215, 13.009568), (13, 12.716995), (207, 12.610385), (211, 12.529549), (239*, 12.4696245)
439: (4*, 20.83619), (5*, 18.00769), (13*, 16.725294), (9*, 16.489054), (217*, 15.189085), (253*, 14.385973), (255*, 13.865253), (251*, 12.434535), (257*, 12.326776), (214*, 11.97357)
440: (2*, 13.460573), (7, 13.388198), (3, 12.250248), (11*, 12.183661), (5, 12.154796), (239, 12.128161), (217, 11.797062), (213, 11.619738), (9, 11.406996), (219, 11.180901)
441: (9, 22.893276), (7, 21.341928), (17*, 20.722609), (3, 20.565166), (11*, 18.16736), (2, 17.852589), (239*, 17.557531), (1*, 17.384195), (257, 16.77358), (215, 15.217826)
442: (211*, 24.37504), (6*, 19.719868), (214*, 18.448013), (11*, 17.48709), (251*, 17.334263), (241*, 16.58052), (212*, 15.847), (233*, 15.689705), (205*, 14.558117), (318, 1.3861071)
443: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
444: (3*, 19.048363), (13*, 18.097637), (8, 17.55922), (207*, 16.385595), (250, 14.76829), (239*, 14.041868), (212, 13.796475), (241, 13.498487), (235, 13.35161), (217*, 13.31315)
445: (12, 17.51644), (8*, 15.710931), (5*, 15.437829), (9, 14.626504), (251, 14.499208), (220, 13.730388), (11*, 13.120771), (257, 12.753362), (245*, 12.407514), (236, 12.1964655)
446: (17, 13.877189), (10, 13.576483), (4, 13.292012), (11, 12.948838), (215, 12.66883), (8*, 12.270138), (3, 11.930818), (1, 11.878812), (5, 11.528989), (206, 11.000501)
447: (2, 11.9299345), (7*, 10.706473), (239, 10.690358), (13, 10.393291), (3, 10.150569), (245, 10.14644), (8, 10.124059), (4, 10.115016), (217, 9.406113), (9, 9.352305)
448: (211, 22.533518), (9, 22.42933), (1, 21.496292), (13, 21.32316), (10, 19.091255), (239, 18.78272), (213, 18.223057), (245, 16.560469), (251, 16.435215), (121, 15.536027)
449: (8*, 19.211763), (17, 18.959417), (215, 18.327896), (13, 17.941025), (1, 17.554281), (219, 14.760492), (2*, 14.749057), (255, 14.265444), (12*, 14.174616), (251, 13.749708)
450: (8, 15.742991), (239, 15.607641), (17, 14.672455), (13, 14.053228), (3, 13.2595825), (207, 12.947839), (9, 12.619095), (236, 12.597952), (2, 12.452962), (211, 12.210799)
451: (1*, 23.559057), (8*, 22.494762), (219*, 22.007404), (207*, 21.35208), (233*, 21.194096), (220*, 19.158007), (121*, 18.96004), (244*, 18.420305), (12*, 18.415316), (248*, 15.703424)
452: (11*, 26.5184), (8, 22.86769), (219*, 22.204798), (207*, 22.083506), (2, 21.106243), (9*, 20.688478), (254, 19.859333), (121*, 16.736427), (234*, 15.6883545), (251, 15.6802635)
453: (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (12, 0.0), (13*, 0.0), (14, 0.0), (15, 0.0)
454: (17*, 16.333885), (1*, 15.003509), (207*, 14.465567), (5*, 13.978562), (255, 12.217767), (215*, 12.176798), (219, 12.063997), (205, 11.950791), (211, 11.943873), (236, 11.691986)
455: (8*, 21.039042), (7, 20.554333), (13, 18.975195), (213, 17.771896), (239, 15.595691), (245, 15.450287), (216, 15.336305), (251, 15.1289), (250, 15.105615), (220*, 14.915049)
456: (13, 11.949214), (219, 11.455196), (17*, 11.113315), (5, 10.788293), (239, 10.631497), (1, 10.520108), (205, 10.480368), (207*, 10.369626), (8, 10.367133), (3, 10.356075)
457: (13*, 28.228527), (4*, 25.62043), (8*, 23.566267), (3*, 23.40326), (213*, 22.433264), (5*, 22.382452), (121*, 19.838825), (216*, 19.656715), (219*, 18.52127), (252*, 18.387617)
459: (207*, 21.225637), (11*, 19.227892), (12*, 14.91389), (5*, 14.549926), (205*, 14.37093), (236*, 14.002826), (211*, 13.519917), (241*, 12.713209), (250*, 11.632061), (249*, 7.3569164)
460: (205*, 15.437311), (13*, 15.155563), (4*, 13.456614), (234*, 13.240701), (235*, 9.186862), (84*, 8.964439), (244*, 8.76758), (256*, 7.617517), (242, 1.3385723), (442, 0.7709911)
461: (11, 19.464186), (13*, 17.424303), (3, 17.08851), (239, 16.870224), (17*, 15.9513035), (234, 15.827605), (4, 15.684986), (10, 15.661443), (236*, 15.364287), (255*, 14.518643)
463: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (8, 0.0), (9, 0.0), (10, 0.0), (11*, 0.0)
464: (236*, 24.215631), (8*, 22.083532), (233, 20.59637), (5*, 20.28087), (213, 19.436659), (4*, 18.45337), (10, 17.854876), (214*, 17.302225), (206, 16.715544), (251, 16.637453)
465: (215*, 23.40738), (8, 21.421003), (7*, 21.245392), (3, 20.386042), (236*, 20.38588), (4, 18.711647), (219, 18.038115), (250, 17.869019), (206, 17.590826), (251, 16.585752)
466: (219*, 28.587738), (13*, 27.446022), (5*, 25.380108), (10*, 25.22431), (233*, 24.837461), (245*, 24.245625), (6*, 24.196123), (241*, 19.548529), (257*, 19.446438), (217*, 18.657335)
467: (7*, 27.679808), (11*, 25.183384), (9*, 24.653639), (3*, 23.923487), (2*, 23.088825), (205*, 23.023993), (8*, 22.329662), (239*, 21.57141), (206*, 20.220415), (215*, 19.51083)
468: (8*, 18.350014), (3*, 18.04868), (213*, 16.018995), (6*, 14.84516), (10*, 14.4952), (253*, 13.742808), (241*, 12.721308), (248*, 10.562369), (59, 1.367114), (278, 1.3200568)
469: (7*, 16.118145), (211, 14.59303), (2*, 14.407203), (3, 14.178613), (207, 13.912164), (1, 13.5810585), (13, 13.395324), (213, 12.767634), (234, 12.3319645), (251, 11.92434)
470: (13, 16.394814), (11, 14.807282), (1*, 14.690572), (3, 13.727009), (205, 13.698213), (207, 13.555863), (7, 13.460168), (250, 13.442389), (239, 13.317905), (9, 13.281401)
471: (4, 19.474606), (9, 17.66417), (2*, 17.393045), (213, 17.342678), (3, 17.246367), (8, 17.058414), (215, 16.294132), (1*, 16.006441), (211, 15.811489), (245, 15.6444845)
472: (17, 18.06988), (215, 16.00869), (12*, 15.745926), (219, 15.666792), (213, 15.628617), (13*, 15.399086), (236, 15.3512745), (8, 15.258474), (2, 14.719385), (251, 14.527103)
473: (11, 15.9280815), (9, 15.304326), (236, 15.03131), (211*, 13.809636), (17, 13.310212), (13, 12.786941), (215*, 12.595803), (3, 11.791894), (12, 11.677422), (4, 11.377965)
475: (7, 12.588862), (17, 12.208897), (8, 11.880993), (211, 11.643955), (215, 11.390544), (9, 10.699411), (219, 10.4487915), (13, 9.968455), (5, 9.923449), (213*, 9.765784)
476: (215, 13.7208805), (17, 13.577935), (217, 13.535548), (250, 13.385106), (236, 13.379146), (213*, 13.3551655), (2, 13.274052), (5, 13.184515), (219, 13.140917), (8, 12.839765)
477: (17*, 21.91582), (251*, 21.566189), (216*, 19.060766), (205*, 18.56155), (1*, 17.29191), (257*, 17.075787), (220*, 16.769087), (214*, 15.753669), (256*, 15.513343), (206*, 14.69692)
478: (239, 16.131153), (13, 15.902538), (17, 15.833774), (8, 15.819001), (2, 15.239046), (236, 14.943996), (11, 14.717016), (234, 14.308491), (3, 14.28344), (1, 13.774047)
479: (11, 14.052233), (7*, 12.248631), (17, 11.95716), (5, 11.9411335), (207, 10.605001), (206, 10.294037), (239, 10.233358), (205, 10.097531), (219, 10.097055), (6, 9.8643875)
480: (5, 11.98976), (17, 11.625143), (2, 11.427905), (9, 11.055827), (211, 10.861602), (236, 10.79811), (215, 10.734199), (13, 10.586389), (8, 10.314203), (10, 10.183504)
482: (13*, 22.021759), (4*, 21.242847), (3*, 21.009928), (215*, 20.539583), (1*, 20.303356), (220, 20.102562), (255*, 19.37032), (10*, 19.224518), (213*, 18.885042), (206, 18.817223)
483: (211*, 26.290133), (213*, 23.955574), (239*, 21.657276), (6*, 20.230488), (251*, 18.145994), (212*, 16.462885), (256*, 14.163594), (246*, 13.419489), (243*, 12.108262), (292, 1.6128924)
484: (1*, 14.072964), (9, 13.478337), (13, 13.458203), (17, 12.590685), (215, 12.577348), (211, 11.932252), (8*, 11.814342), (11, 11.497381), (5, 11.3977375), (239, 11.355719)
485: (13*, 20.288013), (236*, 19.283764), (17*, 19.04976), (4*, 16.538225), (5*, 15.264264), (251*, 13.653747), (235*, 13.639638), (121*, 12.892704), (212*, 11.348688), (244*, 10.002336)
486: (3*, 16.809286), (10, 16.420118), (4, 16.080362), (255, 15.250152), (213, 15.22529), (1, 14.496523), (8, 14.390849), (236, 14.082997), (205, 13.90374), (257*, 13.310704)
487: (1*, 23.799122), (241*, 21.69809), (5*, 21.096323), (236*, 17.770708), (246*, 16.967127), (235*, 15.872698), (252*, 15.6367655), (243*, 15.44696), (220*, 15.431429), (251*, 14.046696)
488: (2, 24.71429), (236*, 22.355854), (9, 20.65124), (215*, 20.618393), (5*, 19.90228), (213, 18.380898), (255, 15.973768), (250, 15.4913845), (12, 15.054055), (6, 14.51628)
489: (17*, 10.93057), (13, 10.548391), (5, 10.320326), (1, 9.961504), (207, 9.824707), (8, 9.783743), (219*, 9.502076), (12*, 9.326416), (9, 8.76388), (11, 8.69469)
490: (236, 20.90907), (4, 17.901646), (5, 15.109496), (2*, 14.664076), (3*, 14.467777), (251, 14.202289), (233*, 13.8913145), (215, 13.798731), (250, 13.027523), (241, 11.763824)
491: (11*, 16.85334), (236*, 16.471731), (213, 15.39722), (5, 13.758705), (9, 13.380142), (205, 13.238749), (206*, 12.744793), (245, 12.275111), (234, 11.462154), (257, 11.354005)
492: (5*, 20.862425), (3*, 20.455494), (1*, 20.172262), (233*, 19.684217), (253*, 16.88905), (255*, 14.472093), (247*, 12.668301), (246, 12.292484), (244*, 11.906743), (210*, 11.371015)
494: (13*, 24.29036), (9, 22.746778), (8, 22.252464), (2, 19.77122), (4, 18.313541), (207*, 18.037893), (1*, 17.834799), (12, 17.556505), (205, 16.4014), (6, 15.869383)
495: (13*, 14.8651495), (11, 14.846264), (7, 14.415166), (8, 13.534594), (2, 13.319237), (12, 13.264708), (4, 13.028991), (250, 12.780295), (213, 12.617153), (9, 12.575155)
496: (1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)
497: (7, 11.595177), (211, 11.394726), (215, 11.129436), (2, 11.003213), (207, 10.877189), (13, 10.674394), (233, 10.548933), (250, 10.435698), (10, 10.386245), (239, 10.300111)
498: (236, 13.887387), (219, 13.408084), (211, 12.647821), (2*, 11.945991), (10, 11.869502), (9, 11.812909), (205, 11.333323), (239, 11.304625), (213, 11.049603), (12, 10.919468)
500: (17*, 23.22108), (13*, 23.056862), (7*, 20.709686), (219*, 19.773954), (215*, 19.450083), (9*, 19.401659), (12*, 17.86742), (207*, 17.673344), (213*, 15.78982), (235*, 15.6786785)
502: (215*, 34.75565), (255*, 22.257084), (219*, 22.142963), (4*, 22.139421), (121*, 20.03291), (216*, 19.90344), (205*, 19.431833), (247*, 18.44462), (254*, 17.34843), (252*, 12.195339)
503: (17, 16.436348), (8, 15.862469), (215, 15.696768), (13, 15.439621), (236*, 15.429009), (1, 14.719468), (11*, 14.576749), (207, 13.512138), (239, 13.341339), (234, 13.094885)
504: (17*, 20.14115), (11*, 19.06737), (211*, 18.601526), (236*, 17.763254), (13, 17.317228), (12, 16.48667), (7*, 16.405159), (250, 16.238724), (207, 15.82229), (8*, 14.991457)
505: (12*, 15.623367), (219*, 15.294789), (5*, 14.327655), (257*, 13.649614), (245*, 13.503416), (220, 11.433969), (210*, 10.394317), (6*, 9.867184), (442, 1.3526915), (588, 0.99444)
506: (211, 21.56165), (8, 20.802168), (215*, 20.202225), (1, 19.294697), (5, 18.68825), (7*, 17.909279), (219, 17.584099), (233, 17.165327), (2, 17.129225), (213, 17.126686)
507: (7*, 24.713968), (13*, 16.74358), (5*, 16.114525), (211*, 15.149615), (255*, 12.590018), (257*, 11.955639), (206*, 11.541425), (210*, 11.1025915), (253*, 10.611115), (214*, 10.236288)
508: (9, 14.965245), (219, 14.757863), (11, 13.797288), (207, 13.397372), (13, 13.381218), (215, 13.33153), (211, 12.741336), (236, 12.733282), (3, 12.540026), (5*, 11.751861)
509: (11*, 16.08498), (239, 15.602439), (3, 15.595), (5, 15.224344), (13*, 15.148354), (205, 14.4833355), (8, 14.114382), (251*, 13.17252), (241*, 12.944215), (220, 12.489317)
510: (218, 1.4628487), (318, 1.3624054), (242, 1.3592994), (606, 1.3241669), (17, 1.252906), (236, 1.1397748), (432, 1.0282094), (8, 1.0164063), (70, 0.9807974), (712, 0.9628273)
513: (7*, 7.875), (5, 5.59375), (239, 5.53125), (8, 5.25), (4, 5.09375), (10, 5.0), (13, 4.96875), (1, 4.9375), (9*, 4.9375), (215, 4.9375)
514: (11, 21.637848), (1, 20.669922), (250, 19.877056), (245, 18.275389), (12, 18.265722), (213, 18.254395), (3, 16.730782), (220, 16.568373), (239*, 16.303604), (216, 16.053215)
515: (2*, 21.93498), (8, 21.221811), (5*, 20.805908), (250, 20.181578), (207*, 19.576136), (219, 18.954489), (211, 18.930132), (4*, 18.817213), (234, 18.551748), (241*, 18.158718)
517: (2*, 23.691471), (3*, 20.57149), (4*, 19.392141), (215*, 17.169708), (250*, 16.605726), (241*, 16.479282), (220*, 14.786431), (235*, 13.893426), (253*, 11.898694), (249*, 10.304343)
518: (5, 15.574928), (216, 15.416905), (207, 15.296522), (8, 15.1786175), (11, 15.178056), (4, 14.648666), (215, 14.288372), (3*, 13.803879), (236, 13.641423), (251, 13.60769)
519: (8, 20.979408), (215, 19.943352), (1*, 18.996014), (211, 18.516424), (4, 18.198694), (7*, 17.959969), (3, 17.520094), (12*, 16.329254), (213, 16.173805), (17*, 16.007545)
520: (5*, 17.111717), (219, 16.21473), (11*, 16.198656), (205, 15.126523), (239, 14.623362), (207*, 14.3740635), (206, 14.340738), (8*, 14.22048), (250, 13.648092), (217*, 12.897946)
521: (3, 10.908069), (9, 10.232327), (13*, 9.757541), (17, 9.710037), (213, 9.628761), (11, 9.432496), (211, 9.275433), (207, 9.04989), (236, 8.97735), (4, 8.939035)
522: (11, 16.038177), (2, 14.497624), (17, 13.209569), (8, 12.774606), (1*, 12.7493305), (219, 12.736243), (239, 11.693104), (213, 11.647619), (236, 11.631184), (4, 11.238507)
523: (1, 13.637223), (17*, 13.560482), (3, 12.925194), (2, 12.879592), (239*, 11.191489), (205, 11.073213), (250*, 10.466855), (235, 10.189553), (9, 9.95082), (241, 9.85696)
524: (11, 13.964561), (7, 13.964114), (17, 13.495713), (1, 13.260053), (10, 12.901192), (236, 12.030457), (215, 11.974278), (8, 11.783807), (239, 11.761651), (213, 11.67309)
